signI	signJ	{measureName}
GI	SZU	47.87183592813746
BU~a	SI	47.840470035437114
AN	MUSZEN	47.83499874198029
1(N01)	HI@g~a	47.81131665094967
PAP~a	SU~a	47.742768030706145
1(N01)	SZA3~a1	47.7120266190945
1(N14)	MASZ2	47.70991560363806
DU	U4	47.68175586326585
6(N01)	8(N01)	47.631076752647765
EN~a	GISZ	47.61584318738216
5(N01)	7(N01)	47.61273856128946
1(N57)	UDU~a	47.601946266534355
3(N01)	SANGA~a	47.58787430556209
EN~a	TUG2~a	47.49263814002303
U4	UDU~a	47.455368811785675
1(N01)	URI3~a	47.387110557801925
2(N01)	U8	47.35139556752017
HI	U4	47.33684087525936
PAP~a	TUR	47.235279264703465
1(N01)	ZI~a	47.16551427582899
1(N14)	TUR	47.02408562721893
E2~a	SZU	46.97369329452805
DI	NAM2	46.97086718778884
U8	UDUNITA~a	46.97066582730771
ERIN	GAL~a	46.94131941026705
2(N01)	DUG~c	46.81710073171098
1(N39~a)	2(N01)	46.619088270200336
PAP~a	SANGA~a	46.59485005429891
1(N34)	SZE~a	46.54531057962515
4(N01)	BU~a	46.401610145017784
3(N01)	HI	46.34034885709695
4(N14)	EN~a	46.32650076326197
E2~a	KI	46.32609311472775
2(N14)	NUN~a	46.31044044208671
2(N01)	2(N57)	46.29180363463366
1(N14)	UDUNITA~a	46.09753826164948
5(N01)	SZU	46.04770654232146
1(N14)	DUG~a	46.03238769954471
NE~a	SZE~a	46.01893946299033
GAL~a	ME~a	45.993518822560254
SAL	TUR	45.9621909464197
BA	SZU	45.8783417418252
EN~a	KISAL~b1	45.82006262847404
1(N01)	LA2	45.803118765810765
1(N57)	2(N57)	45.797530361954216
1(N14)	SAG	45.6156211280885
1(N57)	E2~a	45.581470502431145
1(N14)	1(N24)	45.561128758466474
ME~a	SZU	45.54070626457858
1(N01)	HASZHUR	45.51746996845222
AB~a	GI	45.51573978990171
1(N01)	EZEN~b	45.507117422554806
GAL~a	SZE~a	45.477259472458144
1(N08)	2(N01)	45.423568935807474
2(N01)	9(N01)	45.40580338790143
DU	KI	45.37176792490979
1(N01)	ZATU737	45.35873824927012
NUN~a	SZU	45.34027431971265
1(N14)	SI	45.26239428235033
E2~a	ME~a	45.2012473448411
4(N01)	NUN~a	45.14351657301897
1(N01)	NI~b	45.12618427489823
3(N01)	TUR	45.059649969491524
DU	SZU	45.02685365846516
1(N01)	ISZ~b	45.01663410106477
1(N25)	1(N42~a)	44.88712265854848
MUSZEN	PAP~a	44.876004103886864
2(N01)	DA~a	44.72678924677451
1(N01)	UR2	44.69909424978231
GI	KI	44.64527032054973
1(N01)	SI4~a	44.63988809887176
3(N01)	KUR~a	44.61231986299083
6(N01)	UDU~a	44.4995580783925
AN	DA~a	44.48670393127651
AN	PA~a	44.44809662964392
2(N01)	RU	44.420388361612154
1(N57)	HI	44.40626060831424
AN	NUNUZ~a1	44.39042360939761
ME~a	NUN~a	44.34936562103143
E2~a	GAL~a	44.339588416546356
KU6~a	RAD~a	44.30251140513485
BAR	EN~a	44.23930282378107
1(N57)	AN	44.14630666573909
SI	SZE~a	44.110077648819264
GAR	U4	44.095159781353594
1(N14)	TUG2~a	44.05966277236716
EN~a	RU	44.01777750985426
1(N01)	BAD~a	43.94073491267308
KI	PAP~a	43.881701978080606
E2~a	SI	43.88055573574376
1(N01)	U2~a	43.85965476544929
1(N01)	UKKIN~a	43.814084035005216
APIN~a	EN~a	43.67542253825758
2(N01)	SU~a	43.651955986064785
2(N01)	GA~a	43.60204103986215
3(N01)	SAG	43.574198713114065
2(N01)	KASZ~c	43.41512352345536
SANGA~a	SZE~a	43.39772107729549
1(N01)	SZAB~a	43.31216678781924
2(N01)	ERIM~a	43.270120199535995
AN	RU	43.21837711688834
1(N57)	SZE~a	43.18977569463952
SAG	SAL	43.16679840346193
NAM2	NUN~a	43.091568881406104
KI	U4	43.05692566946706
GAL~a	SUKKAL	43.00303416278089
3(N57)	SU~a	42.99114680760739
1(N01)	2(N39~a)	42.96915315802557
2(N39~a)	SZE~a	42.92936309151741
GAL~a	UMUN2	42.92537188605243
6(N01)	BA	42.859026892354926
HI@g~a	SZE~a	42.83573806299651
HI	SZU	42.81040100209576
4(N01)	5(N14)	42.80884840925612
1(N01)	IM~a	42.77654296913078
A	NI~a	42.772223159056516
4(N01)	SZU	42.75113941810029
EN~a	KUR~a	42.727334996867846
SANGA~a	U4	42.68649374212822
1(N34)	UDU~a	42.67899483520825
AB~a	U4	42.67569707391322
SZU	TUR	42.6706839696384
3(N01)	MASZ	42.65533166361619
1(N24)	3(N01)	42.61154698218857
BAR	UDU~a	42.599354030826845
3(N01)	KU6~a	42.551801772008886
2(N14)	BAR	42.528203515163504
3(N14)	BA	42.441809340654885
A	TAK4~a	42.427314755947094
2(N01)	SUHUR	42.3743244815719
1(N01)	KU~b1	42.36179413685306
5(N01)	SZU2	42.3356336378233
5(N01)	E2~a	42.29621973366085
AN	NAM2	42.26683999347341
