sign1	sign2	closeness
E3~a	SZURUPPAK~a	   0.57
EN2	ZATU633~a	   0.57
IM~a	LU2	   0.57
IR~c	LAGAR~a	   0.57
LUGAL	RU	   0.57
MAH~a	NA2~b2	   0.57
ME~a	ZATU623	   0.57
RU	ZATU676~a	   0.57
SIG7	TILLA2	   0.57
ZABALAM~a	ZATU725	   0.57
DU6~b	NAMESZDA	   0.57
4(N15)	KID~b	   0.57
ISZ~b	ZATU751~a	   0.57
ERIM~b2	UKKIN~b	   0.57
LAHTAN2	SIG2~d1	   0.57
9(N14)	LA2	   0.57
2(N57)	SZA@g	   0.57
4(N39~a)	SZEN~b	   0.57
BA	KIB@g	   0.57
DUB~f	TAG~a1	   0.57
SZEN~c@t	TI@t	   0.57
1(N18)	UB	   0.57
4(N03)	ZI~a	   0.57
NINDA2	NUNUZ~c	   0.57
GU4	RAD~a@g	   0.57
GURUSZ~a	TI	   0.57
NUNUZ~c	ZATU751~a	   0.57
1(N26)	8(N14)	   0.57
1(N30~b)	3(N04)	   0.57
5(N18)	8(N01)	   0.57
8(N58)	LAGAB~b	   0.57
9(N01)	SILA4~b	   0.57
ANSZE~b	GURUSZ~a	   0.57
BIR~a	UB	   0.57
BUR~b	NE~a	   0.57
EZINU~d	ZATU759	   0.57
GIR3~c	MUD3~d	   0.57
IDIGNA	KI@n	   0.57
KAL~b2	ZATU703	   0.57
SU~a	ZATU689	   0.57
3(N40)	NIN	   0.57
DUR~b	URI	   0.57
NUNUZ~a0	SZEG9	   0.57
8(N01)	LI	   0.57
BANSZUR~b1	SU~a	   0.57
KI	ZATU633~a	   0.57
1(N14)	3(N49)	   0.57
4(N49)	DU	   0.57
AD~b	LAGAR~b2	   0.57
APIN	TUR3~a	   0.57
GIR~b	U4	   0.57
KIB	KISAL~a1	   0.57
LAM~b	SZIR~a	   0.57
NAGAR~a	TAG~b	   0.57
NISAG~a3	SANGA~a	   0.57
1(N08)	ZATU735~a	   0.57
1(N30C~c)	NINDA2	   0.57
1(N30~c)	4(N08~b)	   0.57
3(N51)	E2~b	   0.57
BAR	SIG@g	   0.57
E2~b	LAM	   0.57
DAR~a	MASZ2	   0.57
GIR2~a	NAM2	   0.57
SZAH2~a	UNUG~a	   0.57
UR5~a	ZATU753	   0.57
DIN	NAMESZDA	   0.57
1(N20)	LU2	   0.57
1(N29A~b)	5(N01)	   0.57
1(N57)	IRHAN	   0.57
1(N57)	KUSZU2~d	   0.57
2(N08)	URI	   0.57
3(N03)	SIG7	   0.57
3(N18)	KU6~a	   0.57
DU7	TAR~a	   0.57
DUG~a	SAGSZU	   0.57
GA2~a4	PIRIG~a1	   0.57
GI	NA	   0.57
GU7	NANNA~b	   0.57
HI~a	SILA3~d	   0.57
KAR2~b	RAD~a	   0.57
KASZ~a	SUKUD@v	   0.57
KISAL~a1	SZAB~a	   0.57
MA	SZAM2	   0.57
SZITA~a3	ZATU750	   0.57
SZU	ZATU787	   0.57
TAR~a	ZATU729	   0.57
U4	UR3~a2	   0.57
UB	ZATU707~b	   0.57
UTUA~a	ZATU647	   0.57
6(N57)	NU11@t	   0.57
EZEN~b	IN~b	   0.57
SZITA@g~a	SZUR2~b	   0.57
3(N21)	5(N57)	   0.57
LAGAB~b	PA~b	   0.57
SIG2~c1	URU~a1	   0.57
SUG5	URU~b2	   0.57
BAPPIR~b	KASKAL	   0.57
DU	SUH3	   0.57
4(N59)	ZATU836	   0.57
9(N01)	ZATU820	   0.57
BAHAR2~c	NIM~b2	   0.57
DU8~c	GU4	   0.57
DUG~d	TUG2~c	   0.57
E2~b	ZATU625	   0.57
KASZ~b	SZURUPPAK~b	   0.57
ZATU623	ZATU730	   0.57
1(N24)	5(N21)	   0.57
1(N37)	SAL	   0.57
4(N20)	KALAM~b	   0.57
SUKKAL	ZATU776	   0.57
1(N36)	1(N49)	   0.57
1(N52)	SZU	   0.57
GA~a	ZATU624~b	   0.57
GI4~a	GIR~b	   0.57
NAGA~a	NUNUZ~a0	   0.57
SUKUD@g~d	ZATU628~b	   0.57
LA~b	TUR3~a	   0.57
NESAG2~a	UTUL~b	   0.57
NIM~a	RAD~b	   0.57
SZEG9	UKKIN~a	   0.57
1(N57)@t	NANNA~a	   0.57
ARARMA2~a	UTUL~a	   0.57
GU	KAR2~a	   0.57
AD~c	NAMESZDA	   0.57
GIR~a	ISZ~b	   0.57
GUL	ZATU633~b	   0.57
DARA3~c	NUNUZ~a0	   0.57
1(N03)	3(N19)	   0.57
1(N25)	4(N21)	   0.57
1(N28~c)	2(N08)	   0.57
1(N29~a)	KA2~a	   0.57
1(N47)	MUSZ3~a	   0.57
1(N57)@t	2(N03)	   0.57
1(N57)@t	KASKAL	   0.57
2(N01)	N(N01)	   0.57
4(N03)	KU3~a	   0.57
4(N19)	ZATU737	   0.57
9(N01)	UD5~c	   0.57
9(N14)	TAG~a3	   0.57
A	ZATU724	   0.57
BA	EN@g~b	   0.57
BAHAR2~a	SILA3~a	   0.57
BAPPIR~d	DU6~a	   0.57
DAH	SAR	   0.57
DARA4~c3	SIG2~b	   0.57
DA~d	TE	   0.57
DUB~a	ZATU821	   0.57
DUG~a	ZATU751~b	   0.57
DUG~b	SZITA~b1	   0.57
DUR2	SUM~a	   0.57
ERIM2	TUG2~a	   0.57
EZEM~a	SZITA@g~a	   0.57
EZINU~c	ZATU651	   0.57
GAR	SZITA@g~b	   0.57
GI4~a	LAL3~a	   0.57
GIR@g~b	SZE~a	   0.57
GUL	ZATU647	   0.57
IM~a	KU~a	   0.57
KALAM~b	SI4~f	   0.57
NUMUN2	PAP~a	   0.57
USZ~b	ZATU762~a	   0.57
ZATU694~c	ZATU732	   0.57
UDUNITA~a	ZATU786	   0.57
2(N03)	SZA	   0.56
BAHAR2~b	U2~a	   0.56
E2~c	MUSZ3~a	   0.56
UR2	ZATU735~a	   0.56
NI2	SZAGAN	   0.56
ZATU717	ZATU720	   0.56
GU~a	KALAM~b	   0.56
SAGSZU	ZATU823	   0.56
DARA3~c	SZIDIM	   0.56
2(N34)	6(N48)	   0.56
3(N39~a)	ZATU832	   0.56
DILMUN	ZATU737	   0.56
DISZ	ZATU762~a	   0.56
HASZHUR	NESAG2~a	   0.56
KAR2	ZATU762~a	   0.56
NUNUZ~c	SZU2~b	   0.56
AB2	TUN3~c	   0.56
ASZ	ME~a	   0.56
5(N57)	PAD~a	   0.56
5(N57)	RAD~a@g	   0.56
KASZ~b	KITI	   0.56
ME~a	ZATU778	   0.56
7(N01)	ZATU756	   0.56
DUG~b	NIM~b1	   0.56
1(N26)	SZIM~a	   0.56
2(N58)	KAB	   0.56
3(N03)	SZA	   0.56
7(N34)	GA2~a1	   0.56
7(N51)	RU	   0.56
AK~b	BU~a	   0.56
AL	MUD3~a@g	   0.56
BUR2	KU3~a	   0.56
BUR2	NI~a	   0.56
BUR~a	GISZ3~a	   0.56
GA~b	PAD~a	   0.56
GA~b	ZATU773~a	   0.56
GISZ	NUN~d	   0.56
KU3~a	ZATU736~a	   0.56
MUSZEN	UR4~a	   0.56
NA~a	ZATU649	   0.56
PAD~a	UH3~a	   0.56
AB2	SZESZ~a	   0.56
AL	ZATU703	   0.56
BAPPIR~d	TAK4~a	   0.56
NAGAR~b	PA~a	   0.56
NE~a	ZATU764	   0.56
NIMGIR	SZEN~b	   0.56
4(N14)	GARA2~a	   0.56
A	DAR~c	   0.56
BAR	NA2~b2	   0.56
DARA4~a1	UDU	   0.56
IN~b	ZABALAM~a	   0.56
LAM~b	SZEN~e	   0.56
IN~b	NUNUZ~a1	   0.56
SIG@g	URI3~a	   0.56
2(N19)	IB~a	   0.56
GIR3@g~b	TU~b	   0.56
1(N14)	UNUG~a@s	   0.56
7(N45)	AB~a	   0.56
ANSZE~e	UNUG~a@s	   0.56
APIN~a	DIM~c	   0.56
E2~a	ZATU669	   0.56
1(N22@v)	LAGAB~b	   0.56
1(N24')	KISAL~b1	   0.56
3(N05)	HASZHUR	   0.56
3(N18)	BU3~a	   0.56
3(N40)	GESZTU~c5	   0.56
BAHAR2~b	NA2~a	   0.56
BIR~c	TAG~a4	   0.56
GISZ@t	ME~b	   0.56
HI@g~a	SUM~a@t	   0.56
LAGAB~a	NI~b	   0.56
3(N34)	IG~a	   0.56
GISZ@t	ZATU686~a	   0.56
6(N02)	GURUSZDA~a	   0.56
8(N02)	GURUSZDA~a	   0.56
ANSZE~f	SU~c	   0.56
BA	ZATU799	   0.56
SUM~b	ZATU694~c	   0.56
3(N57)	IM~b	   0.56
4(N57)	DARA3~d	   0.56
LISZ	NINDA2	   0.56
5(N15)	ZATU759	   0.56
ASZ~c	LA2	   0.56
MUD3~c	NAGA~a	   0.56
1(N30~b)	1(N41)	   0.56
2(N14)	2(N29~a)	   0.56
MES	UR4~b	   0.56
5(N02)	NUNUZ~c	   0.56
APIN~b	KASKAL	   0.56
BAN~b	ZATU686~b	   0.56
1(N58)	GIR3@g~c	   0.56
GIR~a	NUNUZ~c	   0.56
SIG7	SUKUD@g~d	   0.56
1(N01)	ZATU642	   0.56
1(N05)	UR4~b	   0.56
1(N14)	EDIN	   0.56
1(N15)	SZU2	   0.56
1(N18)	IB~b	   0.56
1(N18)	UR~a	   0.56
1(N29~a)	ABZU	   0.56
1(N57)	ZATU680~e	   0.56
2(N34)	BIR~a	   0.56
3(N01)	MUNSZUB~a	   0.56
3(N14)	DUR~a	   0.56
4(N03)	UB	   0.56
4(N57)	SZEN~c@t	   0.56
5(N14)	MIR~b	   0.56
5(N14)	ZATU795	   0.56
6(N34)	ZATU686~b	   0.56
7(N14)	ANSZE~b	   0.56
9(N14)	SAG@g	   0.56
9(N34)	MA	   0.56
AB2	SIG2~d2	   0.56
AB~a@g	ZATU651@g	   0.56
ADAB	ARARMA2~a	   0.56
AMAR	SZU2XEN~a	   0.56
AM~a	BU~a	   0.56
BAHAR2~c	U2~a	   0.56
BIR3~c	KI	   0.56
BUR~a	DARA4~b	   0.56
DU6~a	ME3	   0.56
DUR~b	SZIDIM	   0.56
EN~a	GU2	   0.56
EN~b	UDUNITA~c	   0.56
EZEN~c	UDU~a	   0.56
GA2~a1	ZATU694~b	   0.56
GA2~a2	TAG~b	   0.56
GARA2~a	GUN3~b	   0.56
GUM~b	MUD3~a	   0.56
GURUSZ~a	UDUNITA~a	   0.56
HALUB	SAG	   0.56
HI	KASZ~d	   0.56
HI	SUKUD@g~b	   0.56
HI@g~b	LAGAR~a	   0.56
KAL~b2	KID~b	   0.56
KI	ZUBI~b	   0.56
KINGAL	SAG@g	   0.56
KISZ	SZU2XEN~a	   0.56
LAM	SZEG9	   0.56
MA2	TUR	   0.56
N	USZ~b	   0.56
NA2~b1	SZE~a	   0.56
NAM2@t	SZITA~a1	   0.56
NIM~a	SZUR2~b	   0.56
PIRIG~a3	ZATU694~d@t	   0.56
RA	TAR	   0.56
SAL	URU~b2	   0.56
SAL	ZATU723	   0.56
SIG2~d2	U2~b	   0.56
SUG5	ZATU624~b	   0.56
SZAM2	URI	   0.56
ZATU737	ZATU781	   0.56
GAL~a	sag-apin~a	   0.56
ASZ	UR5~a	   0.56
NAGA~a	UZ	   0.56
DILMUN	NAM~d	   0.56
NAM~d	NIM~a	   0.56
2(N08)	IL	   0.56
GALGA~b	IR~a	   0.56
SZU@g	ZATU752	   0.56
2(N20)	SZAB~a	   0.56
8(N01)	DA~b	   0.56
BAD~a	KID~a	   0.56
EZEN~b	UH3~a	   0.56
GAL~a	GUKKAL~c	   0.56
SZIDIM	ZATU686~b	   0.56
SZUR2~b	URI3~a	   0.56
1(N35)	7(N01)	   0.56
AN	GI6~a	   0.56
7(N59)	IM~a	   0.56
ZATU687	ZATU836	   0.56
5(N14)	KU~a	   0.56
1(N36)	I	   0.56
5(N04)	USZ~a	   0.56
ZATU676~b	ZI~a	   0.56
MUSZ3~a	ZATU735~a	   0.56
DIM~a	ZATU825	   0.56
1(N04)	UH3~a	   0.56
1(N34)	KISIM~c	   0.56
2(N01)	TAR~c	   0.56
3(N41)	KASZ~a	   0.56
3(N51)	TAG~b	   0.56
3(N57)	IN~d	   0.56
BA	SZESZ~b	   0.56
BALAG	DUG~b	   0.56
BARA2~a	USZ~b	   0.56
DI@t	PA~a	   0.56
DUB~d	GISZIMMAR~b1	   0.56
ERIN	GISZIMMAR~b1	   0.56
ESZDA	KISAL~a1	   0.56
GI6	NAGA~b	   0.56
GU~a	KU~b2	   0.56
HAL	SAGSZU	   0.56
LUGAL	ZATU647	   0.56
N	RAD~a@t	   0.56
NAGAR~a	SUH3	   0.56
SIG2~a2	ZATU644~a	   0.56
SUKUD	ZATU675~c	   0.56
SZU2	ZATU759@t	   0.56
GAN~b	LAHTAN2	   0.56
1(N52)	9(N14)	   0.56
4(N20)	UR~a	   0.56
1(N39~a)	GAN~c	   0.56
2(N41)	TI@t	   0.56
4(N03)	5(N34)	   0.56
6(N20)	8(N18)	   0.56
8(N34)	ZATU649	   0.56
KISAL~b2@t	N	   0.56
GALGA~a	TE	   0.56
NINKUM	SILA4~b	   0.56
7(N19)	ZATU751~a	   0.56
MA	NAGAR~a	   0.56
BAN~b	ZATU824	   0.56
LAGAR~a	ZATU624~b	   0.56
3(N01)	ZATU755~b	   0.56
AL	ARARMA2~b	   0.56
GUL	ZATU749~a	   0.56
IR~a	ZATU651@g	   0.56
1(N41)	GU~a	   0.56
1(N58)@t	2(N42~a)	   0.56
2(N01)	AMAR@g	   0.56
2(N34)	ZATU632~b	   0.56
2(N46)	ZATU633~a	   0.56
2(N58)	MUN~a1	   0.56
3(N45)	SZA3~a2	   0.56
4(N15)	LAGAB~b	   0.56
9(N14)	MU	   0.56
9(N18)	TUR3~a	   0.56
ADAB	EN2	   0.56
ALAN~b	BAD~a	   0.56
AMA~a	IM~b	   0.56
BALAG	EZEN~c	   0.56
DARA3~d	UTUL~a	   0.56
DI@t	SZITA~a3	   0.56
DU6~c	ESZDA	   0.56
DU6~c	N	   0.56
DUB~h	SUHUR	   0.56
EN2	SILA3~a	   0.56
GA~a	GIR3@g~a	   0.56
GISZIMMAR~b1	TAR~a	   0.56
HAL	ZATU859	   0.56
IL	SZU	   0.56
ILDUM~b	SZE~b	   0.56
IR11	KUR~a	   0.56
KID~a	NA~a	   0.56
NAGAR~b	SZE3	   0.56
NU11	UDUNITA~a	   0.56
SZU	ZATU844	   0.56
U2~b	ZATU829	   0.56
USZ~a	ZATU672	   0.56
KAB	SAGSZU	   0.56
1(N04)	GUKKAL~c	   0.56
1(N08~b)	KI	   0.56
AB~a	UH	   0.56
ASAR	NAGAR~b	   0.56
ASZ2	GAR@g~b	   0.56
2(N04)	ARARMA2~a	   0.56
4(N49)	NAGAR~a	   0.56
DARA3~c	SIG	   0.56
GAL	NESAG2~a	   0.56
MASZ	ZATU822	   0.56
SZA	UR4~a	   0.56
2(N21)	HI	   0.56
2(N36)	SANGA~a	   0.56
3(N01)	GISZGAL	   0.56
4(N43)	U4	   0.56
GA'AR~a2	TAK4~a	   0.56
GISZGAL	SZA3~a1	   0.56
MURUB2	SIG	   0.56
1(N18)	1(N27)	   0.56
1(N25)	SILA3~b	   0.56
1(N47)	GAL~a	   0.56
3(N19)	KALAM~a	   0.56
4(N05)	SIG2~a2	   0.56
KU~b1	SZURUPPAK~a	   0.56
ALIM	BAPPIR~d	   0.56
8(N34)	NAM~d	   0.56
1(N08)	BUR~b	   0.56
2(N08)	SZAH2~a	   0.56
2(N14)	KU6	   0.56
DUB~f	NI~b	   0.56
HAL	KA2	   0.56
IM~a	KIB@g	   0.56
LAM~b	ZI~d	   0.56
BAD3~b1	MAR~a	   0.56
DU8~c	SIG7	   0.56
3(N48)	DARA4~b	   0.56
3(N57)	ZATU682	   0.56
KU~b1	SILA3~b	   0.56
ZATU714	ZATU750	   0.56
NAGAR~b	ZATU737	   0.56
SIG	TI~a	   0.56
BAD~a	GIR3@g~c	   0.56
1(N17)	SZITA~a1	   0.56
2(N01)	9(N57)	   0.56
2(N41)	HI@g~a	   0.56
2(N57)	ZATU823	   0.56
2(N58)	GAL~a	   0.56
2(N58)	MAH~a	   0.56
3(N19)	U8	   0.56
ADAB	EN~b	   0.56
ALAN~a	KISZ	   0.56
AMA~a	SUKUD~d	   0.56
AM~b	HI	   0.56
BIR	PAP~a	   0.56
DA~a	N04	   0.56
EZINU~c	GI	   0.56
GABURRA	NINDA2	   0.56
GESZTU~a	NI~a	   0.56
GUN3~b	HI	   0.56
HI	SAR~d	   0.56
HI@g~a	KAR2	   0.56
KID~b	UR3~a2	   0.56
LAGAB~a	SUR	   0.56
LAGAR~c	N	   0.56
LAHTAN2	SI4~a	   0.56
LAL2~a	NAGAR~a	   0.56
LAL2~a	SZIR~b	   0.56
MU	UTUA~a	   0.56
NAGAR~a	ZATU773~a	   0.56
RI8~a	SIG4	   0.56
SUG5	ZATU851	   0.56
SUKUD~d	SZAKIR~c	   0.56
SZA	ZATU764	   0.56
UKKIN~a	ZATU625	   0.56
UR4~b	ZATU633~a	   0.56
1(N24~b)	1(N30~b)	   0.56
2(N29~a)	NAGA~a	   0.56
AMAR	KU~b1	   0.56
KASZ~b	TI@r	   0.56
SIG2~a2	ZAR~c	   0.56
UMBIN~a	USZ~a	   0.56
2(N39~a)	2(N46)	   0.56
3(N19)	SZA3~a2	   0.56
4(N51)	KA2~b	   0.56
EN~b	SZAB~a	   0.56
MUSZEN	NANSZE~b	   0.56
NIR~a	ZATU809	   0.56
SZU2	UTUL~a	   0.56
ASZ~c	ERIM~b2	   0.56
DUG	LA2	   0.56
MUD3~a	SIG2~d1	   0.56
NI~b	SZA3~a2	   0.56
1(N06)	4(N57)	   0.56
1(N27)	HASZHUR	   0.56
2(N39~a)	2(N52)	   0.56
2(N45)	SUG	   0.56
2(N51)	UR3~b2	   0.56
3(N02)	TI	   0.56
4(N20)	MUSZEN	   0.56
6(N57)	DUR~b	   0.56
AK~a	LA2	   0.56
DARA4~a1	UDUNITA~d	   0.56
DA~a	DUB~d	   0.56
E2~a	MUL	   0.56
E2~a	ZATU789	   0.56
GADA~a	ZATU776	   0.56
GISZGAL	NESAG2~a	   0.56
KU~3a	NAM2	   0.56
LAM~b	ZATU762~b	   0.56
LUGAL	SZAM2	   0.56
MUD	UTUA~a	   0.56
NAGAR~a	SA~a	   0.56
SILA3~a	TUN3~a	   0.56
SILA3~b	ZATU762~b	   0.56
SZA3~b	TUR3~a	   0.56
UKKIN~a	ZATU764	   0.56
2(N48)	GA~a	   0.56
2(N04)	DI	   0.56
7(N14)	I	   0.56
IB~a	NUMUN	   0.56
1(N02)	DU8~c@g	   0.56
1(N25)	KI@n	   0.56
1(N28~a)	URU~a1	   0.56
1(N29)	SZA	   0.56
1(N30C~c)	KU6~a	   0.56
5(N01)	ZATU846	   0.56
BAD	ZATU633~b	   0.56
DU8~c	GIR3@g~b	   0.56
ERIM~a	GAZI	   0.56
GIR~b	SIG2~a1	   0.56
SZESZ~a	ZATU726~d	   0.56
ZATU759	ZATU845	   0.56
SAR~a	ZATU631	   0.56
GI4~a	HI@g~b	   0.56
RU	ZATU825	   0.56
3(N42~a)	SI4~d	   0.56
3(N48)	KI	   0.56
4(N14)	UKKIN~b	   0.56
DU8@c	KASZ~a	   0.56
HI@g~a	KID~a	   0.56
NAB	TAR~a	   0.56
SZE3@t	UH3~a	   0.56
AK~a	SZUR2~b	   0.56
NA~b	SZU	   0.56
2(N15)	GURUSZDA~a	   0.56
ANSZE~f	LAGAB~b	   0.56
3(N57)	SZA3~b1	   0.56
ADAB	NAB	   0.56
MASZ2	TE~a	   0.56
PAP~a	URUDU~c	   0.56
SUG	ZATU795	   0.56
SUR	SZA3~a1	   0.56
SZUBUR	ZATU850	   0.56
TUG2~a	ZATU644~b	   0.56
1(N18)	AD~a	   0.56
4(N03)	UR~a	   0.56
4(N39~a)	TUN3~a	   0.56
1(N39~a)	DUG~c	   0.56
2(N03)	LAGAB~a	   0.56
2(N34)	DU6~a	   0.56
DA~a	GISZIMMAR~a1	   0.56
GUL	NI~b	   0.56
GURUSZ~a	ZATU788	   0.56
MA	SIG2~a3	   0.56
NAB	ZATU737	   0.56
SUG	UDU~a	   0.56
LAGAR~a	URI3~a	   0.56
1(N03)	A	   0.56
1(N57@t)	GAN2	   0.56
ADDA	NUN~a	   0.56
DUG~b	KUSZU2~e	   0.56
GAN~a	NU@g	   0.56
GI4~a	SZIM~a	   0.56
KU3~a	ZATU632~a	   0.56
PIRIG~a1	PU2	   0.56
1(N34)	ZATU837~a	   0.56
2(N45)	ZATU629	   0.56
3(N08)	3(N34)	   0.56
3(N48)	UMUN2	   0.56
AB~a	IG~a	   0.56
LU2	TUM~c	   0.56
SI4~f	SUKUD	   0.56
TA~c	ZATU735~a	   0.56
2(N02)	IL	   0.56
BARA2~a	SUHUR	   0.56
BARA2~a	UMUN2	   0.56
LUGAL	UMUN2	   0.56
UKKIN~a	ZATU725	   0.56
1(N08)	3(N08~b)	   0.56
1(N30C~c)	KASZ~b	   0.56
2(N08~b)	LAGAB~b	   0.56
2(N50)	E2~b	   0.56
E~b	KASZ~c	   0.56
DU6	IDIGNA	   0.56
E~a	SA~c	   0.56
ENKUM	NIM~a	   0.56
KISAL~b2	SIG7	   0.56
KUR~a	TAG~a2	   0.56
1(N28)	5(N08)	   0.56
ARARMA2~b	BA	   0.56
3(N40)	GA2~a1	   0.56
3(N48)	SAR~a	   0.56
NA~a	ZATU838	   0.56
SUM~a@t	SZUBUR	   0.56
TA~c	USZ~b	   0.56
9(N01)	URI	   0.56
1(N04)	ZATU697~c	   0.56
6(N02)	DUR2	   0.56
BAN~b	DU7	   0.56
BU3	NUNUZ~c	   0.56
ANSZE~b	SUKUD	   0.56
DUR~b	ZATU755~b	   0.56
1(N01)	NE~b	   0.56
1(N04)	1(N27)	   0.56
1(N05)	ZATU694~c	   0.56
1(N07~a)	GI	   0.56
1(N07~a)	U4	   0.56
1(N14)	7(N45)	   0.56
1(N14)	EN~b@t	   0.56
1(N14)	UDUA~a	   0.56
1(N22)	ZATU839	   0.56
1(N28~c)	KISAL~b1	   0.56
1(N28~c)	NAGAR~a	   0.56
1(N29~c)	2(N57)	   0.56
1(N32)	URUDU~a	   0.56
1(N45)	4(N42~a)	   0.56
1(N45)	MA2	   0.56
1(N51)	SZAM2	   0.56
1(N57)	SZIR~a	   0.56
1(N57@t)	KISZIK	   0.56
1(N57@t)	TUR	   0.56
1(N57@t)	TUR3~a	   0.56
1(N58)	SZAM2	   0.56
1(N58)	ZATU768	   0.56
1(N63)	A	   0.56
2(LAGAB~a)	SAG	   0.56
2(N04)	2(N42~a)	   0.56
2(N04)	ZATU756	   0.56
2(N34)	GIR3~a	   0.56
2(N39~a)	ZATU727	   0.56
3(N01)	MEN~b	   0.56
3(N01)	NANSZE~b	   0.56
3(N01)	UNUG~a@s	   0.56
3(N14)	LAM~b@r	   0.56
3(N34)	ZATU683~a	   0.56
3(N39~a)	BU~b	   0.56
4(LAGAB~a)	ISZ~a	   0.56
4(N14)	ZATU624~a	   0.56
4(N34)	SUHUR@g	   0.56
5(N04)	GUL	   0.56
5(N08)	SZE~b	   0.56
5(N19)	GAR	   0.56
5(N19)	UKKIN~a	   0.56
5(N45)	ZATU628~a	   0.56
6(N01)	MEN~b	   0.56
6(N34)	ZATU651	   0.56
6(N57)	UTUL~a	   0.56
7(N57)	8(N01)	   0.56
7(N57)	KISZIK~a	   0.56
A@t	ERIM~a	   0.56
AB~a	GUN3~b	   0.56
AB~b	ZAG~a	   0.56
AD~a	TUR@g	   0.56
AK~b	EN~b	   0.56
AMAR	ZATU737	   0.56
ANSZE~a	ME~a	   0.56
ANSZE~a	SZUM	   0.56
ANSZE~e	GI6	   0.56
APIN~a	EZEN~a	   0.56
BA	KID~c	   0.56
BAD	MIR~a	   0.56
BALAG	NUN~c	   0.56
BIR~b	TE	   0.56
BULUG	MUN~a1	   0.56
BUR2	NAGAR~b	   0.56
BUR2	U2~a	   0.56
BU~a	SI4~d	   0.56
BU~b	MUN~a1	   0.56
BU~b	ZATU751~b	   0.56
DARA4~a2	ZATU680~b	   0.56
DARA4~c1	ZATU776	   0.56
DIN	GISZ3~a	   0.56
DU	GAZI	   0.56
DU6~b	NAGAR~b	   0.56
DUB~b	URUDU~d	   0.56
DUG~a	NA2~b2	   0.56
E2~a	ZATU696	   0.56
EN2	TUR3~a	   0.56
EN~a	GI4~b	   0.56
ERIN	KAR2~a	   0.56
ESZGAR	SIG	   0.56
EZEN~a	USZ~a	   0.56
EZEN~b	ZATU629	   0.56
EZEN~b@t	MAR~a	   0.56
GA'AR~a2	ZATU694~c	   0.56
GADA~a	TAK4~c	   0.56
GAN~a	LAM~a	   0.56
GESZTU~a	ISZ~c	   0.56
GESZTU~b	GIR3@g~b	   0.56
GIBIL	TUN3~c	   0.56
GISZ@t	SAR~a	   0.56
GUKKAL~d	UTUA~a	   0.56
GURUSZDA	ZATU771	   0.56
KAB	SUG	   0.56
KAD4~a	SAR~a	   0.56
KAL~b2	TI@t	   0.56
KAR2~b	SI	   0.56
KASZ~c	ZATU703	   0.56
KISIM~a	ZATU797	   0.56
KUR~a	TUM~d	   0.56
KUR~a	ZATU632~a	   0.56
LAGAR~a	ZATU639	   0.56
LAL2~a	ZATU659	   0.56
MASZ	SZAM2	   0.56
MUSZ3~a	SZE~a@t	   0.56
MUSZ3~b	SZUBUR	   0.56
N	RI8~b	   0.56
NAMESZDA	ZATU669	   0.56
NAR	SZEN~a	   0.56
NESAG2~a	NUN~b	   0.56
NESAG2~a	SILA4~c	   0.56
NE~a	SUHUR@g	   0.56
NINDA2	PIRIG~a1	   0.56
NUNUZ~a2	ZATU842	   0.56
NUNUZ~c	SI4~f	   0.56
NUN~b	TA~d	   0.56
RU	ZATU847	   0.56
SAG	SIG2~d3	   0.56
SAG	ZATU694e	   0.56
SILA3~c	UMUN2	   0.56
SUKKAL	SZU2~b	   0.56
SZAKIR~c	ZATU811	   0.56
SZITA@g~b	U4	   0.56
SZITA~b1	UTUL~a	   0.56
SZU@g	ZATU697~a	   0.56
SZUBUR	SZURUPPAK~b	   0.56
TUN3~a	ZATU629	   0.56
TUR	ZATU774	   0.56
UDUNITA~a	ZATU762~b	   0.56
UKKIN~a	ZATU762~a	   0.56
URUDU~a	ZATU765	   0.56
ZAR~c	ZATU729	   0.56
ZATU718	ZATU737	   0.56
3(N58)	GIR2~a	   0.56
DA~a	MUD3~b	   0.56
GESZTU~b	SZAM2	   0.56
MUSZ3~a	TUN3~c	   0.56
8(N34)	AB~b	   0.55
4(N48)	DU	   0.55
8(N01)	ZATU695	   0.55
1(N34)	TI@r	   0.55
BALAG	ZATU737	   0.55
UMBIN~a	URU~a1	   0.55
PAD~a	SZUM	   0.55
1(N57)@t	NESAG2~b	   0.55
ABZU	BAPPIR~b	   0.55
EZINU~d	GIBIL6	   0.55
ALAN~c	NA~a	   0.55
BAHAR2~c	ZATU733	   0.55
SZE~a	ZATU853	   0.55
TUR	ZATU732	   0.55
1(N45)	AD~a	   0.55
AL	LA~b	   0.55
BUR2	URU~a1	   0.55
NESAG2~a	USZ~b	   0.55
5(N34)	GI6	   0.55
DUB~d	NIM~b2	   0.55
GUL	UR3~a3	   0.55
PA~b	SZE3	   0.55
SZITA~a3	UMUN2	   0.55
UMBIN~b2	ZATU737	   0.55
DILMUN	MASZ	   0.55
IG~b	NAR	   0.55
1(N30~a)	KUR~a	   0.55
2(N08~b)	3(N14)	   0.55
5(N18)	9(N14)	   0.55
5(N45)	EN~c	   0.55
1(N41)	SZIM~a	   0.55
1(N46)	GA2~a1	   0.55
5(N08)	LUM	   0.55
6(N08)	PIRIG~b1	   0.55
AD~a	SZAB~b	   0.55
NUNUZ~b1	PAP~a	   0.55
GA'AR~a2	PA~a	   0.55
