sign1	sign2	closeness
GIBIL6	SI	   0.58
HI~b	TUR3~a	   0.58
ISZ~b	UR3~d2	   0.58
DAR~b	SZITA@g~a	   0.58
GESZTU~a	KIN2~c	   0.58
2(N22)	I	   0.58
IL	MAR~a	   0.58
GAL~b	SZA3~a1	   0.58
1(N51)	MUN~a1	   0.58
2(N14)	DU8@g~c	   0.58
2(N47)	3(N57)	   0.58
2(N58)	3(N57)	   0.58
3(N01)	MASZNITA	   0.58
4(N57)	SZITA@g~a	   0.58
AK~a	DUG~b	   0.58
AMAR	E~a	   0.58
AN	ZATU682	   0.58
DUB~b	LAM~b	   0.58
DUB~d	HI	   0.58
DUG~b	URI3~b	   0.58
EZEN~a	LUGAL	   0.58
GIR3~a	GIR~a	   0.58
IB~a	SILA3~b	   0.58
ME~a	SZA3~b	   0.58
NAGA~b	ZATU762~b	   0.58
SU~a	ZATU789	   0.58
5(N03)	KASZ~a	   0.58
DU6~a	ZAR~c	   0.58
NA2~a	ZATU781	   0.58
1(N60)	3(N20)	   0.58
2(N08)	5(N19)	   0.58
2(N29~a)	KU6~a	   0.58
DARA4~c3	DARA4~c5	   0.58
BAPPIR~b	KASZ~b	   0.58
GAN~a	ZATU781	   0.58
ALAN~c	GU4	   0.58
RAD~a@g	TA~c	   0.58
NAB	NANNA~a	   0.58
3(N58)	NUNUZ~a1	   0.58
ABGAL	UR~a	   0.58
EZINU~a	SIG2~b	   0.58
MUD3~b	SZENNUR~a	   0.58
SUG	U2~a	   0.58
NANNA~a	SIG2~e	   0.58
SIG@g	SZU2	   0.58
2(N48)	5(N48)	   0.58
5(N34)	GA~a	   0.58
AB2	URU~c	   0.58
AB~a	TA~e	   0.58
BAD~a	ZATU725	   0.58
DARA3~c	ZATU762~a	   0.58
DARA4~a1	DUG~b	   0.58
DAR~b	MEN~a	   0.58
DILMUN	ISZ~b	   0.58
DUB	NIM~b2	   0.58
EN~b	UBI~a	   0.58
ERIM~a	KUR~b	   0.58
GADA~a	GALGA~a	   0.58
GADA~a	HASZHUR	   0.58
GESZTU~a	GUKKAL~a	   0.58
GISZ3~a	MEN~a	   0.58
KA2~c	ZATU756	   0.58
KASZ~b	ZATU832	   0.58
KU~b2	SUG5	   0.58
MIR~b	ZABALAM~a	   0.58
MUD3~c	SZE3	   0.58
NINKUM	SU3	   0.58
NUN~a	ZATU813	   0.58
SIG7	SILA4~b	   0.58
SZE~a@t	USZ~a	   0.58
SZU2	ZATU682	   0.58
SZURUPPAK~a	UBI~c	   0.58
U2~a	ZATU781	   0.58
UR4~b	ZATU623	   0.58
GUB3~a	TUN3~a	   0.58
NAM~d	ZATU821	   0.58
2(N02)	GIR3@g~b	   0.58
DUB~a	N(N57)	   0.58
HASZHUR	SZA@g	   0.58
9(N14)	SUG5	   0.58
6(N59)	IM~a	   0.58
BU~a	SZU@g	   0.58
1(N26)	BAD~a	   0.58
GAN~a	ZATU737	   0.58
GESZTU~c5	PU2	   0.58
KU~b2	SZELU	   0.58
1(N48)	GADA~a	   0.58
2(N14)	ZATU782	   0.58
3(N08)	NAGAR~a	   0.58
3(N18)	5(N01)	   0.58
4(N05)	KALAM~a	   0.58
ABGAL	LAM~b	   0.58
BAD3~a	NUN~a	   0.58
EN2	ZATU799	   0.58
KISAL~b1	ZATU697~b	   0.58
NAMESZDA	NIM~b2	   0.58
SANGA~a	UR5~b	   0.58
SZIM~a	URU~a1@n	   0.58
3(N57)	BANSZUR~b1	   0.58
BAD	LUM	   0.58
1(N29~b)	ZATU629	   0.58
3(N20)	NAGA~a	   0.58
BAPPIR~d	BU~a	   0.58
KI	ZATU732	   0.58
TAR~c	ZATU762~a	   0.58
U4	ZATU724	   0.58
GA~a	SZUR2~b	   0.58
3(N34)	ZATU679	   0.58
4(N14)	ZATU641	   0.58
NIMGIR	TILLA2	   0.58
UMUN2	ZATU676~a	   0.58
NIN	ZATU751~c	   0.58
1(N63)	AB~a	   0.58
5(N45)	ZATU647	   0.58
5(N50)	DA~a	   0.58
6(N01)	TAK4~c	   0.58
TUM~a	ZATU751~a	   0.58
1(N01)	GAR~b	   0.58
1(N19)	9(N34)	   0.58
1(N27)	AN	   0.58
1(N28)	SIG2~a4	   0.58
1(N29)	DU8~c	   0.58
1(N30~a)	DU6~a	   0.58
1(N34)	MUD3@g	   0.58
1(N35)	NE~a	   0.58
1(N36)	UB	   0.58
1(N45)	LA	   0.58
1(N54)	TAK4~a	   0.58
1(N57)	SAR~c	   0.58
1(N57)@t	7(N14)	   0.58
2(N04)	DU8~c	   0.58
2(N36)	TE	   0.58
3(N36)	MUSZ3~a	   0.58
3(N36)	NE~a	   0.58
3(N39~a)	ZATU726~d	   0.58
3(N57)	TUR3~a@n	   0.58
4(N01)	ZATU632~c	   0.58
4(N05)	NE~a	   0.58
5(N01)	PA~b	   0.58
5(N01)	UR~c	   0.58
5(N19)	9(N20)	   0.58
5(N19)	TUN3~a	   0.58
7(N08)	SAG	   0.58
7(N14)	ZATU694~c	   0.58
8(N20)	NAR	   0.58
9(N01)	TUR@g	   0.58
AK~a	DAH	   0.58
BARA2~a	SIG2~a3	   0.58
BARA2~b	ERIN	   0.58
DUG~c	NA~b	   0.58
DUG~c	UNUG~b	   0.58
E2~d	ZATU777	   0.58
EN2	GU4	   0.58
EZEN~a	MUSZ3~a@g	   0.58
GAR	GUN3~b	   0.58
GIR~b	ZATU749~b	   0.58
GIZZAL~v	SUM~a	   0.58
GUG2	NESAG2~b	   0.58
HI	KIN	   0.58
KALAM~b	ZATU649	   0.58
KAR	MIR~a	   0.58
KASZ~c	NU11	   0.58
MUD	TUR@g	   0.58
N	SZA@g	   0.58
NIMGIR	SZAKIR~a	   0.58
NUN~c	UNUG~a	   0.58
PAD~a	ZATU773~a	   0.58
PAP~b	USZ~b	   0.58
RI8~a	TI	   0.58
SIG2~a1	SZESZ~a	   0.58
SZE~a@t	TI	   0.58
SZU	UTUA~b	   0.58
TUG2~a	ZATU846	   0.58
UDU~a	ZATU624~b	   0.58
1(N08~b)	3(N08)	   0.58
1(N19)	1(N20)	   0.58
2(N19)	4(N05)	   0.58
5(N04)	5(N05)	   0.58
1(N02)	GARA2~a	   0.58
2(N45)	7(N08)	   0.58
IR~a	SZE3@t	   0.58
UKKIN~a	ZATU773~a	   0.58
3(N58)	SUR	   0.58
ASZ	KISZIK~a	   0.58
KID~a	MASZ2	   0.58
2(N15)	ZATU823	   0.58
ERIN	USZUMGAL	   0.58
GUB3~b	SIG2~a1	   0.58
KAL~b2	ZATU811	   0.58
LU2	U2~a	   0.58
MUD3~a	SUKUD~d	   0.58
SANGA~a	SUKUD~d	   0.58
AB2	UMBIN~b2	   0.58
EN~b	ISZ~b	   0.58
LAGAB~b	ZATU651@g	   0.58
MAR~b	PA~b	   0.58
ZATU678	ZATU752	   0.58
3(N54)	LAM	   0.58
DIN	SIG2~d2	   0.58
GESZTU~a	KU3~a	   0.58
KA2	SZEG9	   0.58
KID~b	UBI~c	   0.58
PA~a	SZEN~c@t	   0.58
SIG2~d2	SZAM2	   0.58
SUKKAL	URI5	   0.58
TAR~a	URI	   0.58
EZINU~a	MA	   0.58
SUM~b	TU~a	   0.58
2(N21)	LU2	   0.58
3(N51)	NUNUZ~c	   0.58
4(N43)	GISZGAL	   0.58
AB~b	UDU~c	   0.58
NUNUZ~a2	SZU	   0.58
2(N37)	3(N20)	   0.58
2(N47)	6(N14)	   0.58
3(N41)	KUR~a	   0.58
4(N04)	GUN3~b	   0.58
4(N14)	SZU2~b	   0.58
8(N01)	ANSZE~e	   0.58
8(N57)	ESZGAR	   0.58
A	GUR	   0.58
ALIM	ZATU751~a	   0.58
BAD~b	ZATU768	   0.58
BU~a	KALAM~g	   0.58
BU~a	ZATU668	   0.58
EZEN~b	LAL3~a	   0.58
GI	UDUA~a	   0.58
GUKKAL~a	ZATU621~b	   0.58
GUKKAL~b	NIR~b	   0.58
HI	IG~b	   0.58
KAD4~a	SZA	   0.58
KAR2~b	KU3~c	   0.58
MIR~a	SUG	   0.58
MUSZ3~b	SZA	   0.58
NAM~a	UB	   0.58
PIRIG~b1	TAG~b	   0.58
SZA3~a1	ZATU774	   0.58
ERIM~b2	MUD3~a	   0.58
KISIM~b	SIG2~d1	   0.58
MUD3~c	SZE~a	   0.58
AB~b	GA2~b	   0.58
LA2	SAR	   0.58
7(N19)	NU11	   0.58
GA2~a1	NAGAR~a	   0.58
LISZ	SZUR2~b	   0.58
SZAH2~a	SZUM	   0.58
URI	ZATU695	   0.58
1(N22@v)	PA~a	   0.58
2(N03)	DAM	   0.58
3(N05)	GA2~a1	   0.58
3(N18)	PA~a	   0.58
3(N41)	KISAL~b1	   0.58
AGAR2	BAR	   0.58
BAHAR2~b	NAM~a	   0.58
BAN~a	GAN~c	   0.58
BIR~a	ZATU753	   0.58
DUR2	UNUG~a@s	   0.58
GA2~a2	ZATU838	   0.58
GUG2	USZ~b	   0.58
PA~a	SUM~a@t	   0.58
ZATU694	ZATU788	   0.58
DUG~a	URI	   0.58
KASZ~a	SA~c	   0.58
PA~a	ZAR~c	   0.58
PIRIG~b1	ZATU730	   0.58
SIG2~a2	USZ~a	   0.58
2(N22)	E~b	   0.58
3(N08~b)	LAM~b	   0.58
3(N39~a)	ZATU856	   0.58
SIG@g	SUG5	   0.58
1(N58)	2(N46)	   0.58
ANSZE~c	KISAL~b1	   0.58
AZ	GIR3@g~b	   0.58
BIR3~a	NUN~b	   0.58
GADA~a	ZABALAM~a	   0.58
IDIGNA	SIPA	   0.58
MUSZ3~a	SUHUR@t	   0.58
TUG2~a@g	UMBIN~a	   0.58
GUB3~a	KINGAL	   0.58
LA~b	NESAG2~a	   0.58
NIR~b	NUN~a	   0.58
TUR3~a	UTUL~b	   0.58
5(N01)	sag-apin~a	   0.58
NIM~b2	TILLA2	   0.58
1(N25)	SI4~d	   0.58
1(N38)	DA~a	   0.58
1(N57)@t	UNUG~a	   0.58
3(N08)	NA~a	   0.58
3(N08)	SZAB~a	   0.58
3(N20)	SI4~f	   0.58
6(N01)	ZATU814	   0.58
6(N34)	UDUNITA~c	   0.58
9(N14)	AD~a	   0.58
AB2	ZATU621~d	   0.58
BARA2~a	SZURUPPAK~b	   0.58
DU8@c	LAGAB~b	   0.58
ISZ~a	MAR~b	   0.58
KA2	SUKKAL	   0.58
KAD4~b	NUN~a	   0.58
NAR	ZAG~c	   0.58
NI~b	USZUR3~b1	   0.58
SAL	ZATU636	   0.58
SILA4~b	SZAM2	   0.58
SZAM2	TU~b	   0.58
TA~d	TUR	   0.58
UR2	ZATU710	   0.58
NIM~b1	ZATU755~b	   0.58
1(N58)	ZATU725	   0.58
NIMGIR	SILA4~b	   0.58
1(N26~b)	1(N39~a)	   0.58
2(N29~a)	KISAL~b1	   0.58
DUG~a	SZUR2~b	   0.58
KALAM~h2	NUMUN	   0.58
NI2	NIR~a	   0.58
DUR2	LISZ	   0.58
DA~a	KIB@g	   0.58
SZU2	ZATU686~b	   0.58
KAB	ZATU725	   0.58
ASZ2	TUG2~a	   0.58
GAN2	GAR@g~b	   0.58
MUD3~b	ZAG~a	   0.58
4(N39~a)	NUNUZ~c	   0.58
GI6	UH3~a	   0.58
UR~a	ZATU758	   0.58
1(N50)	NAM~a	   0.58
3(N15)	ZATU751~a	   0.58
1(N48)	ZATU776	   0.58
1(N24)	MUD3~a	   0.58
1(N41)	SUM~b	   0.58
1(N46)	ZATU686~a	   0.58
2(N41)	GIR3~c	   0.58
2(N47)	3(N34)	   0.58
4(N40)	GI	   0.58
5(N34)	8(N18)	   0.58
8(N34)	SIG2~a1	   0.58
ADAB	NAGA~a	   0.58
DI	NANNA~a	   0.58
DUG~d	ME3	   0.58
E2~a	KALAM~f	   0.58
E~a	NANSZE~b	   0.58
E~b	LAGAR~a	   0.58
GIR2~a	PU2	   0.58
KALAM~c	ME~a	   0.58
KIN2~c	UR~a	   0.58
LAL2~a	MAR~a@t	   0.58
LU2	NINDA2	   0.58
NIM~b1	ZATU632~a	   0.58
RU	SIG2~a1	   0.58
SUMASZ	SZE3	   0.58
SZA	SZURUPPAK~a	   0.58
U4	URUDU@g~c	   0.58
ANSZE~b	BAD	   0.58
APIN~b	MES	   0.58
LISZ	SU~a	   0.58
1(N46)	USZ~a	   0.58
KASZ~b	LUGAL	   0.58
NI~a	ZATU676~b	   0.58
DU6	ZATU633~b	   0.58
1(N58)	ESZDA	   0.58
NI2	SZEN~a	   0.58
ARARMA2~b	DU	   0.58
TUG2~a@g	UD5~a	   0.58
GIR3@g~b	TUN3~a	   0.58
3(N14)	TAG~d	   0.57
5(N19)	SUKKAL	   0.57
8(N14)	KAB	   0.57
AB~a	KISAL~b2@t	   0.57
AB~a@g	ALAN~b	   0.57
ADAB	ZATU687	   0.57
ALAN~c	ERIM~a	   0.57
BUR~b	KAR2~a	   0.57
DILMUN	SZIM~a	   0.57
EN~a	ZATU766	   0.57
EZEN~c	TAR	   0.57
GA2~b	MAH~a	   0.57
IB~b	N	   0.57
ISZ~a	SIPA	   0.57
KAL~b2	LAGAB~a	   0.57
KA~a	PAD~a	   0.57
KISZ	SZIR~b	   0.57
UNUG~a	UR~b	   0.57
4(N03)	U2~a	   0.57
1(N28)	ZATU735~b	   0.57
3(N15)	GIR3@g~b	   0.57
4(N02)	BAHAR2~c	   0.57
ASAR	NIM~b1	   0.57
GURUSZDA~a	SU~c	   0.57
SUM~b	ZATU647	   0.57
3(N03)	BAHAR2~b	   0.57
4(N49)	KI	   0.57
2(N41)	SAGSZU	   0.57
3(N04)	BIR3~a	   0.57
9(N19)	IB~a	   0.57
TAK4~c	UR5~a	   0.57
10(N58)	SA~a	   0.57
DU7	USZ~a	   0.57
UD5~a	ZATU647	   0.57
GIR3~c	KISIM~a	   0.57
5(N57)	NIR~a	   0.57
BA	ZATU732	   0.57
BAPPIR~a	BU3	   0.57
EN2	NIGIN	   0.57
HI@g~b	RU	   0.57
IB~a	ZATU733	   0.57
NU	PAD~a	   0.57
NUNUZ~a1	ZATU832	   0.57
NUNUZ~a1@t	TE	   0.57
SAGSZU	SZITA@g~a	   0.57
TA~c	TI	   0.57
KID~e	NE~a	   0.57
EZINU~c	U2~a	   0.57
GUM~b@n	U4	   0.57
ISZ~b	SZAB~b	   0.57
SZITA@g~b	U8	   0.57
1(N50)	U2~a	   0.57
2(N50)	KAL~b2	   0.57
NIM~b2	ZATU819	   0.57
1(N19)	7(N34)	   0.57
DAR~b	NAMESZDA	   0.57
DIN	GA2~a2	   0.57
EZINU~a	UR4~b	   0.57
GI4~a	KAK~a	   0.57
KAB	ZATU850	   0.57
KU~a	ZATU703	   0.57
NUN~a	URUDU~c	   0.57
TUN3~c	U2~a	   0.57
PAP~a	ZATU841	   0.57
2(N39~a)	5(N21)	   0.57
2(N47)	SAL	   0.57
8(N14)	DUR~b	   0.57
BALAG	NA2~a	   0.57
URUDU~a	ZATU623	   0.57
GI4~a	UR	   0.57
1(N16)	SZA	   0.57
9(N01)	SI4~f	   0.57
DA~a	URUDU@g~d	   0.57
ERIM~a	GAL~b	   0.57
ERIN	SZE~a@t	   0.57
EZINU~c	SZA	   0.57
KISIM~b	SI4~a	   0.57
NIM~b1	SZIR~b	   0.57
SUR	SZITA~b3	   0.57
4(N34)	SIG7	   0.57
BAPPIR~d	NUN~a	   0.57
BIR3~c	KA~a	   0.57
DU8~c	ZATU644~a	   0.57
KU6~a	UR4~a	   0.57
1(N02)	5(N08)	   0.57
3(N08)	EZEN~b	   0.57
3(N14)	3(N18)	   0.57
BU~b	SZU@g	   0.57
RI8~a	UR3~b2	   0.57
3(N41)	ERIM~a	   0.57
TUG2~b	ZATU753	   0.57
5(N05)	SZAB~a	   0.57
GA2~a1	SUKUD@g~b	   0.57
PAD~b	ZATU759	   0.57
5(N15)	SAG	   0.57
6(N02)	UR4~a	   0.57
ME~a	SZIR~b	   0.57
ABZU	EZINU~d	   0.57
AB~a@g	KITI	   0.57
GISZIMMAR~a2	UB	   0.57
U2~a	UR3~d2	   0.57
ISZ~a	SZAB~a	   0.57
7(N01)	NAM~d	   0.57
GA2~a2	GUM~b	   0.57
2(N42~a)	NIM~b1	   0.57
DUR2	GURUSZ~a	   0.57
GUL	NAB	   0.57
NI~b	ZATU737	   0.57
SUG	UTUA~a	   0.57
MES	ZATU648	   0.57
2(N08)	NA2~a	   0.57
BAD3~b1	SUKUD@g~d	   0.57
GIR~b	ZATU821	   0.57
1(N08~b)	2(N01)	   0.57
1(N20)	5(N04)	   0.57
2(N19)	4(N03)	   0.57
4(N08~c)	LISZ	   0.57
E2~b	KA2	   0.57
DIM~b	KASZ~b	   0.57
DIM~b	URI	   0.57
KA2~a	U8	   0.57
1(N19)	KALAM~h2	   0.57
1(N28~b)	1(N39~a)	   0.57
IR11	SZUM	   0.57
2(N02)	DIM~a	   0.57
URI5	ZATU659	   0.57
2(N03)	UB	   0.57
1(N01)	ZATU690	   0.57
1(N02)	BARA2~b	   0.57
1(N04)	DIB	   0.57
1(N06)	GA~a	   0.57
1(N06)	KAK~a	   0.57
1(N06)	ZATU786	   0.57
1(N07~a)	ERIN	   0.57
1(N08)	6(N34)	   0.57
1(N08)	GIR3~a	   0.57
1(N14)	1(N63)	   0.57
1(N14)	DUG~b@r	   0.57
1(N14)	GADA~b	   0.57
1(N14)	UTUL~d	   0.57
1(N18)	SZAM2	   0.57
1(N24)	SZUM	   0.57
1(N24@f)	1(N39~a)	   0.57
1(N27)	3(N58)	   0.57
1(N28~b)	1(N29~b)	   0.57
1(N29A~c)	1(N34)	   0.57
1(N30~a)	ZATU651	   0.57
1(N30~d)	NUN~a	   0.57
1(N33)	6(N01)	   0.57
1(N34)	BANSZUR~a@t	   0.57
1(N34)	DARA3~a	   0.57
1(N34)	KID~d	   0.57
1(N34)	TUKU	   0.57
1(N39~b)	SIG2~d2	   0.57
1(N39~b)	TUG2~a	   0.57
1(N46)	ZATU751~a	   0.57
1(N47)	2(N18)	   0.57
1(N47)	NI~a	   0.57
1(N48)	SZIR~a	   0.57
1(N57)	5(N18)	   0.57
1(N58)	MA2	   0.57
2(N01)	DUG~c@t	   0.57
2(N01)	SI4~c	   0.57
2(N01)	ZATU751	   0.57
2(N03)	8(N18)	   0.57
2(N07~a)	SZA3~b	   0.57
2(N14)	GISAL~a	   0.57
2(N14)	MUSZ3~a@g	   0.57
2(N19)	GIR3@g~a	   0.57
2(N20)	EZINU~d	   0.57
2(N45)	ZATU686~a	   0.57
2(N46)	ABGAL	   0.57
3(N01)	ZATU769	   0.57
3(N14)	NAGA~b	   0.57
3(N14)	ZATU804	   0.57
3(N15)	GAN~c	   0.57
3(N18)	LAGAB~b	   0.57
3(N19)	ZAG~a	   0.57
3(N39~a)	SZIR~a	   0.57
4(N14)	ALAN~a	   0.57
4(N14)	KUSZU2~c	   0.57
4(N14)	SZITA~b3	   0.57
4(N14)	ZATU694e	   0.57
4(N14)	ZATU705	   0.57
4(N19)	TI@t	   0.57
4(N34)	BIR3~a	   0.57
5(N01)	5(N52)	   0.57
5(N01)	URUDU@g~a	   0.57
5(N04)	6(N57)	   0.57
5(N05)	DUG~b	   0.57
5(N18)	GU7	   0.57
5(N20)	KASZ~b	   0.57
5(N34)	6(N51)	   0.57
5(N35)	DU6~a	   0.57
5(N47)	BU~a	   0.57
5(N50)	SZE3	   0.57
5(N57)	ZATU757	   0.57
6(N01)	MAGUR~a	   0.57
6(N01)	NUN~c	   0.57
6(N24)	GU7	   0.57
6(N34)	GURUSZ~b	   0.57
7(N19)	NIM~a	   0.57
7(N34)	DUR~b	   0.57
7(N45)	KAB	   0.57
7(N57)	DARA4~a1	   0.57
8(N51)	GIR3~c	   0.57
9(N01)	EZEN~b@t	   0.57
AB2	GUM~a	   0.57
ABZU	AK~a	   0.57
ADDA	MAR~a	   0.57
AD~c	LISZ	   0.57
ALAN~e	SZE~a	   0.57
AMAR	LAGAB~a	   0.57
AMAR	UDUNITA~a	   0.57
APIN~b	ZATU633~a	   0.57
AZ	TAR~a	   0.57
BA	USZ~b	   0.57
BAD	ZABALA~a	   0.57
BAD~a	ZATU764	   0.57
BAN~b	GA~a	   0.57
BAPPIR~d	ZATU629	   0.57
BAR	KALAM~a	   0.57
BAR	MA2	   0.57
BIR3~b	SZUBUR	   0.57
BU3~a	SZE~a	   0.57
BULUG3	SZUR2	   0.57
BUR2	DI	   0.57
BUR2	GAN~c	   0.57
BU~a	EN@g~b	   0.57
BU~a	GURUSZ~b	   0.57
DARA3~c	KASZ~b	   0.57
DARA4~c3	SZU	   0.57
DIM~a	UR4~b	   0.57
DIN	ISZ~a	   0.57
DIN	SZUR2	   0.57
DISZ	KI~a	   0.57
DU	ZATU855	   0.57
DU6~b	SI4~a	   0.57
DUB~b	ZATU629	   0.57
DUB~b	ZATU697~a	   0.57
DUG~a	ZATU758	   0.57
DUG~c	ZATU632~a	   0.57
DUR2	LI	   0.57
DUR~a	SZE3	   0.57
E2	GAL~a	   0.57
E2~b	ZATU669	   0.57
EN~a	MUN~a2	   0.57
EN~c	SZITA~a	   0.57
ERIM~a	URU~a2	   0.57
ERIN	LAM~b	   0.57
EZEM~b	ME~a	   0.57
E~a	NAM	   0.57
E~b	HAL	   0.57
GA2~a1	SZEN~c@t	   0.57
GADA~b	SIG2~b	   0.57
GAL~b	NI~a	   0.57
GAN~a	KA~a	   0.57
GAR3	IB~a	   0.57
GAR3	ISZ~c	   0.57
GAR3	NI~a	   0.57
GAR3	URU~b2	   0.57
GESZTU~a	ZATU809	   0.57
GIR3@g~b	SZIR~a	   0.57
GIR~a	NAM~a	   0.57
GISZ3~b	SAR~b	   0.57
GISZ@t	ZATU810	   0.57
GISZIMMAR~a1	KASZ~c	   0.57
GURUSZDA~a	LA2	   0.57
HALUB	KI	   0.57
HASZHUR	SZAH2~a	   0.57
HI@g~a	SZU2~b	   0.57
ISZ~c	KAB	   0.57
KA2	KISIM~b	   0.57
KALAM~g	ME~a	   0.57
KAL~b2	SZITA~a1	   0.57
KASKAL	UH3~a@t	   0.57
KASZ~b	TUR3~c	   0.57
KI	UR~b	   0.57
KISZ	SZURUPPAK~a	   0.57
KUR~a	RAD~b	   0.57
KUSZU2~b	SZAB~a	   0.57
KUSZU2~e	SZE~a	   0.57
LAM~b	NUN~b	   0.57
MA	ZATU707~a	   0.57
MA	ZATU718	   0.57
MAGUR~a	SU~a	   0.57
MEN~a	ZATU703	   0.57
ME~a	SIG2~e	   0.57
MUD	TAG~b	   0.57
MUNSZUB~b	U4	   0.57
MUN~a2	UR5~a	   0.57
MUN~a3	NI~a	   0.57
N	SZIR~a	   0.57
NA2~a	SILA3~d	   0.57
NAGAR~a	PIRIG~a1	   0.57
NAM2@t	ZATU818	   0.57
NANSZE~b	SAGSZU	   0.57
NA~a	SILA3~b	   0.57
NE~a	UR~b	   0.57
NIN	ZATU850	   0.57
NI~a	SZITA~b3	   0.57
NI~a@g	UTUA~a	   0.57
NU	SIG2~a2	   0.57
NU11	SILA3~b	   0.57
NUNUZ~a2	ZATU693	   0.57
NUN~a	TUN3~c	   0.57
SANGA~a	SANGA~b	   0.57
SANGA~a	ZATU756	   0.57
SAR~a	TUR3~a	   0.57
SILA4~a	UB	   0.57
SILA4~c	URU~a1	   0.57
SILA4~c	UTUA~b	   0.57
SUM~a	SZU2	   0.57
SZA	TUG2~a@g	   0.57
SZAH2~a	SZAM2	   0.57
SZU	ZATU675~b	   0.57
TUN3~a	ZATU758	   0.57
UDUNITA~a	ZATU667	   0.57
ZAR~b1	ZAR~b2	   0.57
ZATU711	ZATU726~d	   0.57
9(N01)	NUNUZ~a1@t	   0.57
DU@g	E2~b	   0.57
1(N57)@t	NAGAR~b	   0.57
2(N23)	AB~a	   0.57
4(N34)	I	   0.57
E~a	ZATU725	   0.57
BAHAR2~a	GARA2~a	   0.57
ISZ~a	NINDA2	   0.57
KAL~b1	LAM~b	   0.57
DI	GISZ3~a	   0.57
MASZ	UR	   0.57
KASZ~c	SIMUG	   0.57
DIM~a	E~b	   0.57
6(N01)	DARA3~a	   0.57
AGAR2	AK~a	   0.57
BALA~a	GUL	   0.57
GISZ3~b	USZ~b	   0.57
NU11@t	U8	   0.57
SZITA@g~a	TI	   0.57
BU3	LAGAB~a	   0.57
E3~a	SAL	   0.57
GUM~b	LAGAB~b	   0.57
TUR	ZATU751~c	   0.57
6(N51)	SZU2	   0.57
SAG	ZATU829	   0.57
HASZHUR	SAGSZU	   0.57
4(N05)	UNUG~b	   0.57
KASZ~a	NESAG2~a	   0.57
KASZ~a	URI	   0.57
SANGA~a	ZATU781	   0.57
ZATU686~a	ZATU737	   0.57
KU~3a	N	   0.57
1(N04)	KISZ	   0.57
4(N50)	6(N34)	   0.57
BAHAR2~c	SZAM2	   0.57
DARA4~c1	ZATU628~b	   0.57
MA	ZATU819	   0.57
6(N02)	KASKAL	   0.57
DU7	SZU2	   0.57
NUNUZ~c	ZATU697~c	   0.57
1(N01)	SANGAe	   0.57
6(N19)	URU~a1	   0.57
8(N14)	ZATU651	   0.57
ALAN~a	GAL~a	   0.57
BAD~a	SZAM2	   0.57
1(N14)	SUHUR@g	   0.57
KIN2~d	PAP~a	   0.57
LAM~b	LUGAL	   0.57
SA~c	SZAB~b	   0.57
UKKIN~a	ZATU756	   0.57
ANSZE~c	ZATU718	   0.57
BAD~a	MU	   0.57
ZATU773~a	ZATU788	   0.57
ASZ	IDIGNA	   0.57
GAR@g~b	UZ	   0.57
GESZTU~b	NAGAR~b	   0.57
5(N04)	BIR3~a	   0.57
9(N19)	PIRIG~b1	   0.57
1(N15)	GURUSZDA~a	   0.57
2(N42~b)	ZATU726~d	   0.57
2(N46)	NU11	   0.57
5(N14)	ZATU624~a	   0.57
6(N01)	ZATU824	   0.57
BAHAR2~c	SZU2~a	   0.57
BARA3	SIG2~a2	   0.57
DUG~d	URI5	   0.57
GESZTIN~a	SZUR2~b	   0.57
KUR~a	ZATU669	   0.57
SAR~a	ZATU799	   0.57
UR3~b1	URI3~a	   0.57
1(N43)	NAGA~a	   0.57
1(N52)	HI	   0.57
1(N57)	4(N43)	   0.57
2(N21)	E2~a	   0.57
DUG~a	UDU~c	   0.57
GA'AR~a1	ZATU686~b	   0.57
GA'AR~a2	NUNUZ~c	   0.57
GISZ	GISZGAL	   0.57
GISZGAL	HI@g~a	   0.57
MURUB2	ZATU764	   0.57
AB~a@g	TAK4~a	   0.57
E2~c	UR2	   0.57
1(N02)	ZATU823	   0.57
2(N15)	KASZ~c	   0.57
2(N51)	ZATU723	   0.57
5(N01)	GUB3~b	   0.57
BIR3~c	ERIM~a	   0.57
BULUG	SZUBUR	   0.57
DARA3~d	HI@g~a	   0.57
DAR~b	SIG2~a1	   0.57
E2~a	USZUMGAL	   0.57
ESZDA	ZATU644~a	   0.57
GA2~b	NA2~a	   0.57
GA2~b	NU	   0.57
GAR	SUKUD~d	   0.57
GIR3~c	ZATU676~b	   0.57
ISZ~b	KAR2~a	   0.57
PA~a	ZATU758	   0.57
SAG	ZATU693	   0.57
ZATU625	ZATU723	   0.57
AK~a	KAK~a	   0.57
ENKUM	SILA4~b	   0.57
ISZ~a	SU3	   0.57
8(N57)	DUG~a	   0.57
1(N02)	1(N28~c)	   0.57
1(N28~a)	DU	   0.57
1(N29)	5(N01)	   0.57
1(N30C~c)	ZATU759	   0.57
4(N57)	KAR2	   0.57
MAH~a	SIG2~a1	   0.57
SAG	ZATU846	   0.57
ZATU714	ZATU845	   0.57
8(N19)	USZ~a	   0.57
4(N34)	ZATU641	   0.57
5(N08)	IDIGNA	   0.57
8(N14)	DIM~a	   0.57
AB2	DAM	   0.57
AK~a	ALIM	   0.57
AK~a	BU~b	   0.57
BAHAR2~c	NUN~a	   0.57
DAM	ESZGAR	   0.57
