sign1	sign2	closeness
1(N08)	ISZ~a	  60.23
DU	GIR3~c	  60.15
1(N46)	SAG	  60.12
DUG~b	EN~a	  59.87
6(N01)	IDIGNA	  59.84
AN	n	  59.72
4(N01)	EZINU~d	  59.71
2(N14)	ISZ~a	  59.53
3(N01)	GIR3~c	  59.52
GIR3~c	UR4~a	  59.42
2(N01)	4(N41)	  59.42
6(N14)	EZINU~d	  59.19
AN	SZE~a	  59.12
6(N01)	EZINU~d	  58.90
2(N01)	2(N19)	  58.70
APIN~a	GIR3~c	  58.69
EZINU~d	n	  58.67
AN	KASZ~a	  58.66
3(N57)	SUHUR	  58.62
EZINU~d	SZE~a	  58.60
6(N01)	AN	  58.58
2(N14)	GIR3~c	  58.27
6(N01)	EN~a	  58.27
GI	ISZ~a	  58.26
1(N57)	ZATU759	  58.01
1(N46)	2(N01)	  57.99
SUHUR	UR4~a	  57.74
6(N01)	KI	  57.64
EZINU~d	KASZ~a	  57.63
AN	NUN~a	  57.60
4(N14)	6(N01)	  57.56
GIR3~c	U4	  57.53
IDIGNA	NA	  57.38
6(N01)	SZU	  57.32
1(N14)	4(N14)	  57.27
DUG~b	ZATU759	  57.19
IDIGNA	SUKUD@v	  56.94
4(N14)	GIR3~c	  56.70
1(N57)	BAN~b	  56.69
AB~a	PAP~a	  56.61
EZINU~d	NUN~a	  56.58
IDIGNA	KASZ~b	  56.54
EN~a	SUHUR	  56.44
4(N14)	PAP~a	  56.41
3(N57)	6(N01)	  56.37
3(N14)	3(N57)	  55.99
BAN~b	DUG~b	  55.88
1(N08)	GIR3~c	  55.78
2(N01)	6(N01)	  55.74
2(N14)	6(N01)	  55.74
4(N14)	ISZ~a	  55.54
1(N57)	KASZ~c	  55.38
1(N01)	4(N14)	  55.25
4(N14)	N	  55.20
1(N14)	N	  55.13
6(N01)	SAG	  55.11
3(N14)	UR4~a	  55.11
2(N14)	4(N14)	  55.10
AN	KA~a	  54.96
4(N41)	PAP~a	  54.92
AB~a	SZU	  54.81
6(N01)	KI@n	  54.80
4(N14)	IDIGNA	  54.68
DUG~b	KASZ~c	  54.59
2(N14)	N	  54.56
IDIGNA	SZE~a	  54.53
6(N01)	KASZ~c	  54.48
3(N01)	6(N01)	  54.34
2(N19)	PAP~a	  54.26
6(N01)	BAN~b	  54.16
1(N57)	KI@n	  54.10
EZINU~d	KA~a	  53.98
GI	GIR3~c	  53.95
SUHUR	ZATU759	  53.90
3(N14)	EN~a	  53.86
6(N01)	N	  53.85
6(N01)	ZATU759	  53.85
4(N14)	EZINU~d	  53.81
3(N57)	SANGA~a	  53.69
1(N46)	PAP~a	  53.61
6(N01)	DU	  53.53
4(N14)	AN	  53.53
2(N39~a)	IDIGNA	  53.37
DUG~b	KI@n	  53.32
4(N14)	EN~a	  53.24
ISZ~a	KASZ~b	  53.16
GIR3~c	N	  53.05
4(N01)	IDIGNA	  52.93
6(N01)	UR4~a	  52.90
1(N01)	N	  52.88
N	PAP~a	  52.78
KISIM~a	ZATU694~c	  52.75
6(N01)	U4	  52.70
4(N14)	KI	  52.66
BAN~b	SUHUR	  52.66
3(N01)	N	  52.60
2(N14)	KISIM~a	  52.50
6(N14)	IDIGNA	  52.48
4(N14)	SZU	  52.37
4(N41)	SZU	  52.27
6(N01)	APIN~a	  52.27
2(N14)	ZATU694~c	  52.25
KISIM~a	N	  52.25
1(N57)	SAG	  52.09
IDIGNA	n	  52.04
N	ZATU694~c	  52.01
ISZ~a	N	  51.98
ISZ~a	NA	  51.97
ISZ~a	SZE~a	  51.86
3(N01)	4(N14)	  51.84
2(N19)	SZU	  51.65
ISZ~a	SUKUD@v	  51.57
3(N57)	4(N14)	  51.51
4(N14)	KISIM~a	  51.51
KASZ~c	SUHUR	  51.44
3(N14)	ZATU759	  51.43
DUG~b	SAG	  51.37
GIR3~c	KASZ~b	  51.34
4(N14)	ZATU694~c	  51.26
AB~a	KI	  51.25
1(N14)	ZATU694~c	  51.20
N	U4	  51.17
IDIGNA	N	  51.17
IDIGNA	KASZ~a	  51.14
1(N14)	KISIM~a	  51.04
2(N01)	N	  51.04
1(N46)	SZU	  51.03
2(N01)	4(N14)	  50.93
EN~a	SANGA~a	  50.93
4(N41)	KI	  50.65
EN~a	N	  50.49
3(N57)	N	  50.46
GIR3~c	SZE~a	  50.46
EZINU~d	N	  50.37
4(N14)	U4	  50.37
4(N14)	SAG	  50.36
1(N57)	2(N01)	  50.33
6(N01)	KISIM~a	  50.27
IDIGNA	NUN~a	  50.25
3(N14)	BAN~b	  50.24
KI@n	SUHUR	  50.24
AN	N	  50.10
4(N14)	KI@n	  50.07
2(N19)	KI	  50.05
6(N01)	ZATU694~c	  50.02
4(N14)	KASZ~c	  49.78
1(N08)	6(N01)	  49.75
GIR3~c	KISIM~a	  49.52
4(N14)	BAN~b	  49.49
1(N46)	KI	  49.45
2(N01)	DUG~b	  49.44
KI	N	  49.30
GIR3~c	ZATU694~c	  49.27
KISIM~a	PAP~a	  49.27
4(N14)	ZATU759	  49.20
3(N14)	KASZ~c	  49.07
N	SZU	  49.03
PAP~a	ZATU694~c	  49.02
4(N14)	DU	  48.92
N	SZE~a	  48.75
4(N01)	ISZ~a	  48.67
KASZ~b	N	  48.56
ISZ~a	KISIM~a	  48.53
3(N01)	ZATU694~c	  48.46
SAG	SUHUR	  48.45
2(N39~a)	ISZ~a	  48.42
4(N14)	UR4~a	  48.34
6(N01)	KASZ~b	  48.34
3(N01)	KISIM~a	  48.31
1(N01)	KISIM~a	  48.28
ISZ~a	ZATU694~c	  48.28
6(N01)	GI	  48.17
6(N01)	SZE~a	  48.13
GIR3~c	NA	  48.12
1(N01)	ZATU694~c	  48.03
IDIGNA	KA~a	  48.03
3(N14)	KI@n	  47.92
IDIGNA	KISIM~a	  47.78
4(N14)	APIN~a	  47.76
GIR3~c	SUKUD@v	  47.75
6(N14)	ISZ~a	  47.64
IDIGNA	ZATU694~c	  47.53
ISZ~a	n	  47.24
4(N14)	SZE~a	  47.23
U4	ZATU694~c	  47.22
N	SAG	  47.15
KISIM~a	U4	  47.08
EZINU~d	KISIM~a	  47.04
4(N14)	KASZ~b	  47.02
1(N57)	PAP~a	  46.96
KI@n	N	  46.88
AN	KISIM~a	  46.79
EZINU~d	ZATU694~c	  46.79
KASZ~c	N	  46.62
2(N01)	SUHUR	  46.59
AN	ZATU694~c	  46.54
EN~a	KISIM~a	  46.54
AB~a	AN	  46.49
ISZ~a	KASZ~a	  46.46
BAN~b	N	  46.35
EN~a	ZATU694~c	  46.29
3(N14)	SAG	  46.26
SZE~a	ZATU694~c	  46.15
4(N01)	GIR3~c	  46.12
N	ZATU759	  46.08
KI	KISIM~a	  46.04
KISIM~a	SZE~a	  46.00
4(N41)	AN	  45.96
DU	N	  45.81
KI	ZATU694~c	  45.79
KISIM~a	SZU	  45.79
DUG~b	PAP~a	  45.74
ISZ~a	NUN~a	  45.67
AB~a	EZINU~d	  45.63
SZU	ZATU694~c	  45.55
1(N08)	4(N14)	  45.46
2(N19)	AN	  45.43
1(N57)	SZU	  45.40
KASZ~b	ZATU694~c	  45.34
N	UR4~a	  45.27
KASZ~b	KISIM~a	  45.20
2(N01)	SANGA~a	  45.13
4(N41)	EZINU~d	  45.11
3(N57)	KISIM~a	  45.05
1(N46)	AN	  44.90
2(N39~a)	GIR3~c	  44.83
3(N01)	TAR~a	  44.80
N	TAR~a	  44.80
3(N57)	ZATU694~c	  44.80
2(N01)	ZATU694~c	  44.76
APIN~a	N	  44.74
2(N01)	KISIM~a	  44.70
SZE~a	TAR~a	  44.60
2(N19)	EZINU~d	  44.59
2(N01)	3(N14)	  44.45
1(N14)	TAR~a	  44.38
6(N14)	GIR3~c	  44.10
1(N46)	EZINU~d	  44.07
KISIM~a	SAG	  44.05
4(N14)	GI	  44.02
TAR~a	U4	  43.84
KASZ~b	TAR~a	  43.82
1(N25)	1(N42)	  43.81
KI@n	KISIM~a	  43.81
SAG	ZATU694~c	  43.81
GIR3~c	n	  43.74
1(N25)	TAR~a	  43.73
ISZ~a	KA~a	  43.70
1(N42)	3(N01)	  43.62
1(N42)	TAR~a	  43.56
KASZ~c	KISIM~a	  43.56
KI@n	ZATU694~c	  43.56
DUG~b	SZU	  43.55
1(N25)	3(N01)	  43.42
1(N42)	U4	  43.42
1(N25)	N	  43.32
BAN~b	KISIM~a	  43.31
KASZ~c	ZATU694~c	  43.31
1(N25)	U4	  43.23
1(N42)	KASZ~b	  43.23
1(N42)	N	  43.16
6(N01)	NA	  43.12
PAP~a	SUHUR	  43.12
1(N14)	1(N25)	  43.09
BAN~b	ZATU694~c	  43.06
KISIM~a	ZATU759	  43.06
1(N25)	KASZ~b	  43.04
1(N42)	SZE~a	  43.04
TAR~a	ZATU694~c	  43.02
GIR3~c	KASZ~a	  43.01
1(N14)	1(N42)	  42.93
1(N57)	KI	  42.86
1(N25)	SZE~a	  42.85
SANGA~a	UR4~a	  42.84
KISIM~a	TAR~a	  42.82
DU	KISIM~a	  42.81
ZATU694~c	ZATU759	  42.81
6(N01)	SUKUD@v	  42.81
1(N08)	N	  42.59
DU	ZATU694~c	  42.56
PAP~a	SANGA~a	  42.44
2(N14)	TAR~a	  42.42
4(N01)	6(N01)	  42.38
KISIM~a	UR4~a	  42.31
GIR3~c	NUN~a	  42.28
DUG~b	KI	  42.26
UR4~a	ZATU694~c	  42.07
4(N01)	N	  41.92
APIN~a	KISIM~a	  41.82
4(N14)	TAR~a	  41.63
APIN~a	ZATU694~c	  41.57
GI	N	  41.25
3(N14)	PAP~a	  41.15
SUHUR	SZU	  41.05
2(N01)	TAR~a	  40.98
AB~a	IDIGNA	  40.90
1(N42)	ZATU694~c	  40.73
6(N01)	TAR~a	  40.64
1(N25)	ZATU694~c	  40.54
1(N42)	KISIM~a	  40.54
GIR3~c	KA~a	  40.46
4(N41)	IDIGNA	  40.45
1(N25)	KISIM~a	  40.34
2(N39~a)	6(N01)	  40.28
4(N01)	4(N14)	  40.22
1(N42)	2(N14)	  40.15
SANGA~a	ZATU759	  40.09
PAP~a	TAR~a	  40.09
GIR3~c	TAR~a	  40.04
2(N19)	IDIGNA	  40.00
1(N25)	2(N14)	  39.96
KI	SUHUR	  39.86
1(N08)	KISIM~a	  39.83
1(N25)	2(N01)	  39.79
1(N42)	2(N01)	  39.67
6(N01)	6(N14)	  39.65
1(N08)	ZATU694~c	  39.58
1(N46)	IDIGNA	  39.56
4(N14)	NA	  39.41
1(N42)	4(N14)	  39.38
BAN~b	SANGA~a	  39.35
6(N01)	n	  39.33
ISZ~a	TAR~a	  39.25
1(N25)	4(N14)	  39.19
3(N14)	SZU	  39.18
4(N14)	SUKUD@v	  39.12
1(N57)	AN	  39.08
1(N01)	TAR~a	  39.05
6(N01)	KASZ~a	  38.70
IDIGNA	TAR~a	  38.65
KASZ~c	SANGA~a	  38.61
GI	KISIM~a	  38.59
1(N25)	PAP~a	  38.56
AN	DUG~b	  38.55
1(N42)	PAP~a	  38.51
1(N42)	6(N01)	  38.42
GI	ZATU694~c	  38.34
1(N57)	EZINU~d	  38.33
1(N25)	6(N01)	  38.23
6(N01)	NUN~a	  38.07
EN~a	TAR~a	  38.07
3(N14)	KI	  38.06
EZINU~d	TAR~a	  38.06
KI@n	SANGA~a	  37.90
AN	TAR~a	  37.86
1(N42)	GIR3~c	  37.84
DUG~b	EZINU~d	  37.81
3(N57)	TAR~a	  37.76
1(N25)	GIR3~c	  37.65
AB~a	ISZ~a	  37.41
4(N01)	ZATU694~c	  37.35
4(N01)	KISIM~a	  37.35
KI	TAR~a	  37.27
1(N42)	ISZ~a	  37.07
SZU	TAR~a	  37.07
SAG	SANGA~a	  37.03
4(N41)	ISZ~a	  37.01
N	NA	  36.96
1(N01)	1(N42)	  36.88
1(N25)	ISZ~a	  36.88
2(N01)	U2~b	  36.85
RU	U2~b	  36.85
2(N39~a)	4(N14)	  36.82
3(N01)	RU	  36.70
N	SUKUD@v	  36.69
2(N01)	RU	  36.69
1(N01)	1(N25)	  36.69
2(N19)	ISZ~a	  36.62
3(N01)	U2~b	  36.58
1(N42)	IDIGNA	  36.50
6(N01)	KA~a	  36.49
1(N25)	EN~a	  36.47
1(N42)	EN~a	  36.46
AN	SUHUR	  36.44
1(N25)	IDIGNA	  36.31
4(N14)	6(N14)	  36.24
1(N25)	3(N57)	  36.23
1(N46)	ISZ~a	  36.23
1(N42)	3(N57)	  36.21
4(N14)	n	  35.95
1(N42)	EZINU~d	  35.92
1(N25)	EZINU~d	  35.73
1(N42)	AN	  35.73
EZINU~d	SUHUR	  35.72
SAG	TAR~a	  35.68
1(N25)	AN	  35.54
KI@n	TAR~a	  35.48
4(N14)	KASZ~a	  35.38
4(N01)	TAR~a	  35.33
1(N14)	U2~b	  35.31
KASZ~c	TAR~a	  35.28
1(N14)	RU	  35.16
N	U2~b	  35.16
1(N42)	KI	  35.15
BAN~b	TAR~a	  35.08
N	RU	  35.01
1(N25)	KI	  34.96
1(N42)	SZU	  34.96
TAR~a	ZATU759	  34.89
TAR~a	U2~b	  34.85
3(N14)	AN	  34.85
4(N14)	NUN~a	  34.80
1(N25)	SZU	  34.77
PAP~a	U2~b	  34.74
1(N25)	U2~b	  34.70
RU	TAR~a	  34.70
DU	TAR~a	  34.69
1(N57)	IDIGNA	  34.66
AB~a	GIR3~c	  34.62
KISIM~a	NA	  34.61
SANGA~a	SZU	  34.59
2(N39~a)	N	  34.55
1(N25)	RU	  34.55
1(N42)	U2~b	  34.55
1(N42)	RU	  34.39
KISIM~a	SUKUD@v	  34.36
NA	ZATU694~c	  34.36
PAP~a	RU	  34.34
TAR~a	UR4~a	  34.29
4(N41)	GIR3~c	  34.26
1(N25)	4(N01)	  34.24
DUG~b	IDIGNA	  34.21
1(N42)	4(N01)	  34.18
3(N14)	EZINU~d	  34.16
SUKUD@v	ZATU694~c	  34.11
U2~b	U4	  34.08
6(N14)	N	  34.01
KASZ~b	U2~b	  33.93
RU	U4	  33.93
APIN~a	TAR~a	  33.89
2(N19)	GIR3~c	  33.89
KASZ~b	RU	  33.78
SZE~a	U2~b	  33.78
N	n	  33.74
RU	SZE~a	  33.62
1(N42)	SAG	  33.61
1(N46)	GIR3~c	  33.53
1(N25)	SAG	  33.42
1(N42)	KI@n	  33.42
4(N14)	KA~a	  33.36
4(N01)	U2~b	  33.28
1(N25)	KI@n	  33.23
1(N42)	KASZ~c	  33.23
KASZ~a	N	  33.21
1(N25)	KASZ~c	  33.03
1(N42)	BAN~b	  33.03
4(N01)	RU	  32.88
LAGAB~b	U2~b	  32.87
2(N14)	U2~b	  32.85
1(N25)	BAN~b	  32.84
1(N42)	ZATU759	  32.84
3(N01)	LAGAB~b	  32.74
N	NUN~a	  32.67
1(N25)	ZATU759	  32.65
1(N42)	DU	  32.65
3(N57)	U2~b	  32.56
2(N14)	RU	  32.50
LAGAB~b	RU	  32.47
1(N25)	DU	  32.46
IDIGNA	SUHUR	  32.43
EN~a	U2~b	  32.41
2(N39~a)	KISIM~a	  32.38
1(N01)	U2~b	  32.35
1(N08)	TAR~a	  32.31
1(N42)	UR4~a	  32.27
KI	SANGA~a	  32.21
2(N01)	LAGAB~b	  32.21
3(N57)	RU	  32.20
2(N39~a)	ZATU694~c	  32.13
1(N25)	UR4~a	  32.07
EN~a	RU	  32.05
1(N01)	RU	  31.99
U2~b	ZATU694~c	  31.94
1(N57)	ISZ~a	  31.90
1(N42)	APIN~a	  31.88
6(N14)	KISIM~a	  31.88
3(N01)	RAD~a	  31.87
4(N01)	RAD~a	  31.87
4(N01)	LAGAB~b	  31.86
LAGAB~b	PAP~a	  31.84
KISIM~a	U2~b	  31.78
RU	ZATU694~c	  31.78
1(N25)	APIN~a	  31.69
KISIM~a	RU	  31.63
6(N14)	ZATU694~c	  31.63
KISIM~a	n	  31.63
LAGAB~b	RAD~a	  31.62
DUG~b	ISZ~a	  31.51
RAD~a	U2~b	  31.49
PAP~a	RAD~a	  31.47
6(N01)	AB~a	  31.45
ZATU694~c	n	  31.38
KA~a	N	  31.33
GI	TAR~a	  31.32
2(N01)	RAD~a	  31.28
KASZ~a	KISIM~a	  31.13
4(N41)	6(N01)	  31.13
RAD~a	RU	  31.11
3(N14)	IDIGNA	  31.09
N	SANGA~a	  30.90
KASZ~a	ZATU694~c	  30.88
1(N14)	LAGAB~b	  30.88
MUSZEN	PAP~a	  30.88
4(N14)	U2~b	  30.86
2(N19)	6(N01)	  30.81
4(N01)	MUSZEN	  30.76
LAGAB~b	N	  30.75
4(N14)	RU	  30.71
KISIM~a	NUN~a	  30.64
MUSZEN	RAD~a	  30.63
2(N01)	MUSZEN	  30.61
AN	SANGA~a	  30.57
3(N01)	MUSZEN	  30.51
1(N46)	6(N01)	  30.50
LAGAB~b	TAR~a	  30.48
NUN~a	ZATU694~c	  30.39
1(N25)	LAGAB~b	  30.35
1(N08)	1(N42)	  30.34
LAGAB~b	MUSZEN	  30.27
1(N42)	LAGAB~b	  30.22
EZINU~d	SANGA~a	  30.18
1(N08)	1(N25)	  30.15
MUSZEN	U2~b	  30.14
6(N01)	U2~b	  30.10
6(N01)	RU	  29.94
ISZ~a	SUHUR	  29.93
3(N57)	LAGAB~b	  29.93
LAGAB~b	U4	  29.82
MUSZEN	RU	  29.78
AB~a	N	  29.71
KASZ~b	LAGAB~b	  29.69
GIR3~c	U2~b	  29.64
EN~a	LAGAB~b	  29.62
1(N14)	RAD~a	  29.58
LAGAB~b	SZE~a	  29.56
3(N57)	RAD~a	  29.56
2(N14)	LAGAB~b	  29.53
1(N57)	GIR3~c	  29.51
GIR3~c	RU	  29.48
N	RAD~a	  29.45
1(N01)	LAGAB~b	  29.42
KA~a	KISIM~a	  29.39
1(N42)	GI	  29.38
EN~a	RAD~a	  29.31
3(N57)	MUSZEN	  29.21
RAD~a	TAR~a	  29.20
1(N25)	GI	  29.19
1(N01)	RAD~a	  29.17
DUG~b	GIR3~c	  29.15
KA~a	ZATU694~c	  29.14
1(N25)	RAD~a	  29.07
ISZ~a	U2~b	  29.02
1(N42)	RAD~a	  28.94
2(N14)	RAD~a	  28.94
ISZ~a	RU	  28.87
EN~a	MUSZEN	  28.78
IDIGNA	SANGA~a	  28.77
3(N14)	ISZ~a	  28.75
4(N14)	AB~a	  28.75
RAD~a	U4	  28.66
1(N01)	MUSZEN	  28.59
IDIGNA	U2~b	  28.56
4(N14)	4(N41)	  28.46
KASZ~b	RAD~a	  28.43
IDIGNA	RU	  28.41
2(N14)	MUSZEN	  28.38
1(N14)	MUSZEN	  28.31
RAD~a	SZE~a	  28.31
MUSZEN	N	  28.19
2(N19)	4(N14)	  28.17
NA	TAR~a	  28.14
EZINU~d	U2~b	  28.10
LAGAB~b	ZATU694~c	  27.97
AN	U2~b	  27.95
EZINU~d	RU	  27.95
SUKUD@v	TAR~a	  27.94
MUSZEN	TAR~a	  27.94
2(N01)	SIG2~a1	  27.89
PAP~a	SIG2~a1	  27.89
1(N46)	4(N14)	  27.89
KISIM~a	LAGAB~b	  27.84
1(N25)	MUSZEN	  27.82
AN	RU	  27.79
3(N57)	SIG2~a1	  27.79
ISZ~a	SANGA~a	  27.74
1(N42)	MUSZEN	  27.70
GIR3~c	SUHUR	  27.69
MUSZEN	SIG2~a1	  27.57
KI	U2~b	  27.49
MUSZEN	U4	  27.38
4(N01)	SIG2~a1	  27.36
3(N01)	SIG2~a1	  27.35
KI	RU	  27.33
SZU	U2~b	  27.33
RAD~a	SIG2~a1	  27.25
EN~a	SIG2~a1	  27.23
KASZ~b	MUSZEN	  27.21
RU	SZU	  27.18
MUSZEN	SZE~a	  27.15
4(N14)	LAGAB~b	  27.04
1(N57)	6(N01)	  27.03
LAGAB~b	SIG2~a1	  26.93
3(N01)	URU~a1	  26.90
EN~a	URU~a1	  26.90
1(N01)	SIG2~a1	  26.85
SIG2~a1	U2~b	  26.82
2(N01)	URU~a1	  26.80
PAP~a	URU~a1	  26.80
RAD~a	ZATU694~c	  26.78
4(N41)	N	  26.77
GIR3~c	SANGA~a	  26.77
6(N01)	DUG~b	  26.71
1(N01)	URU~a1	  26.69
3(N57)	URU~a1	  26.69
KISIM~a	RAD~a	  26.65
3(N14)	GIR3~c	  26.60
2(N19)	N	  26.50
RU	SIG2~a1	  26.50
SIG2~a1	URU~a1	  26.49
2(N14)	SIG2~a1	  26.44
6(N01)	LAGAB~b	  26.38
2(N39~a)	TAR~a	  26.36
1(N42)	NA	  26.30
SAG	U2~b	  26.26
1(N46)	N	  26.24
2(N14)	URU~a1	  26.15
1(N25)	NA	  26.11
1(N42)	SUKUD@v	  26.11
KI@n	U2~b	  26.11
RU	SAG	  26.11
MUSZEN	URU~a1	  26.08
GIR3~c	LAGAB~b	  25.98
6(N14)	TAR~a	  25.96
KASZ~c	U2~b	  25.95
KI@n	RU	  25.95
6(N01)	SANGA~a	  25.95
1(N25)	SUKUD@v	  25.92
1(N01)	SZU2	  25.90
2(N01)	NAGA~a	  25.90
2(N14)	SAL	  25.90
3(N57)	KISZ	  25.90
KISZ	NAGA~a	  25.90
SAL	SZU2	  25.90
4(N14)	RAD~a	  25.89
4(N01)	URU~a1	  25.87
1(N01)	SAL	  25.80
2(N01)	KISZ	  25.80
2(N01)	SAL	  25.80
2(N14)	NAGA~a	  25.80
2(N14)	SZU2	  25.80
3(N57)	NAGA~a	  25.80
KISZ	SANGA~a	  25.80
PAP~a	SZU2	  25.80
BAN~b	U2~b	  25.80
KASZ~c	RU	  25.80
RAD~a	URU~a1	  25.77
TAR~a	n	  25.76
N	SIG2~a1	  25.75
SAL	SANGA~a	  25.71
2(N01)	SZU2	  25.71
2(N14)	KISZ	  25.71
3(N01)	SZU2	  25.71
NAGA~a	SAL	  25.71
NAGA~a	SANGA~a	  25.71
PAP~a	SAL	  25.71
BAN~b	RU	  25.65
U2~b	ZATU759	  25.65
MUSZEN	ZATU694~c	  25.62
3(N01)	SAL	  25.61
KISZ	SAL	  25.61
NAGA~a	SZU2	  25.61
SZU2	URU~a1	  25.61
1(N01)	NAGA~a	  25.51
3(N57)	SAL	  25.51
EN~a	SZU2	  25.51
KISZ	SZU2	  25.51
SAL	URU~a1	  25.51
KISIM~a	MUSZEN	  25.50
DU	U2~b	  25.49
RU	ZATU759	  25.49
LAGAB~b	URU~a1	  25.46
AB~a	KISIM~a	  25.46
ISZ~a	LAGAB~b	  25.45
6(N01)	SUHUR	  25.45
1(N01)	KISZ	  25.41
3(N57)	SZU2	  25.41
EN~a	SAL	  25.41
NAGA~a	PAP~a	  25.41
KASZ~a	TAR~a	  25.37
U2~b	URU~a1	  25.36
DU	RU	  25.34
3(N01)	NAGA~a	  25.32
KISZ	PAP~a	  25.32
SANGA~a	SZU2	  25.32
N	URU~a1	  25.31
AB~a	ZATU694~c	  25.29
KISZ	N	  25.26
6(N01)	RAD~a	  25.25
4(N14)	SANGA~a	  25.22
3(N01)	KISZ	  25.22
NAGA~a	URU~a1	  25.22
1(N14)	SIG2~a1	  25.21
U2~b	UR4~a	  25.19
4(N41)	KISIM~a	  25.17
N	NAGA~a	  25.17
EN~a	NAGA~a	  25.12
KISZ	URU~a1	  25.12
SIG2~a1	SZU2	  25.12
IDIGNA	LAGAB~b	  25.05
RU	URU~a1	  25.05
RU	UR4~a	  25.03
EN~a	KISZ	  25.02
SAL	SIG2~a1	  25.02
SANGA~a	URU~a1	  24.98
NUN~a	TAR~a	  24.97
2(N19)	KISIM~a	  24.92
4(N41)	ZATU694~c	  24.92
N	SAL	  24.90
SIG2~a1	TAR~a	  24.89
APIN~a	U2~b	  24.88
GIR3~c	RAD~a	  24.87
N	SZU2	  24.81
1(N25)	SIG2~a1	  24.78
4(N14)	MUSZEN	  24.76
MUSZEN	SZU2	  24.73
NAGA~a	SIG2~a1	  24.73
APIN~a	RU	  24.73
1(N57)	4(N14)	  24.72
SANGA~a	TAR~a	  24.71
RAD~a	SZU	  24.70
1(N42)	SIG2~a1	  24.67
1(N46)	KISIM~a	  24.67
2(N19)	ZATU694~c	  24.67
1(N14)	URU~a1	  24.67
EZINU~d	LAGAB~b	  24.66
KISZ	SIG2~a1	  24.63
MUSZEN	SAL	  24.63
1(N42)	2(N39~a)	  24.57
SANGA~a	SIG2~a1	  24.56
4(N01)	SZU2	  24.53
AN	LAGAB~b	  24.52
3(N14)	6(N01)	  24.50
KISIM~a	SANGA~a	  24.49
1(N14)	KISZ	  24.45
SANGA~a	ZATU694~c	  24.44
4(N01)	SAL	  24.44
RAD~a	SZU2	  24.44
4(N14)	DUG~b	  24.43
1(N46)	ZATU694~c	  24.42
1(N14)	NAGA~a	  24.38
1(N25)	2(N39~a)	  24.38
ISZ~a	RAD~a	  24.36
SIG2~a1	U4	  24.35
MUSZEN	SANGA~a	  24.34
MUSZEN	NAGA~a	  24.34
RAD~a	SAL	  24.34
SANGA~a	U2~b	  24.29
RAD~a	SANGA~a	  24.26
KASZ~b	SIG2~a1	  24.24
KISZ	MUSZEN	  24.24
1(N42)	6(N14)	  24.19
1(N14)	SAL	  24.17
1(N57)	N	  24.16
6(N01)	MUSZEN	  24.15
4(N01)	NAGA~a	  24.14
LAGAB~b	SZU2	  24.14
SIG2~a1	SZE~a	  24.14
KI	LAGAB~b	  24.13
1(N14)	SZU2	  24.10
4(N01)	KISZ	  24.04
LAGAB~b	SAL	  24.04
NAGA~a	RAD~a	  24.04
SZU2	U2~b	  24.04
LAGAB~b	SANGA~a	  24.01
LAGAB~b	SZU	  24.00
1(N25)	6(N14)	  23.99
1(N42)	n	  23.99
IDIGNA	RAD~a	  23.98
KA~a	TAR~a	  23.98
KISZ	RAD~a	  23.95
SAL	U2~b	  23.95
RU	SANGA~a	  23.94
1(N01)	DILMUN	  23.91
DILMUN	TUN3~a	  23.91
1(N01)	TUN3~a	  23.82
1(N25)	n	  23.80
1(N25)	SANGA~a	  23.80
1(N42)	SANGA~a	  23.80
GIR3~c	MUSZEN	  23.79
LAGAB~b	NAGA~a	  23.75
RU	SZU2	  23.75
1(N14)	TUN3~a	  23.69
KISZ	LAGAB~b	  23.65
NAGA~a	U2~b	  23.65
RU	SAL	  23.65
1(N08)	U2~b	  23.65
DILMUN	N	  23.64
1(N14)	DILMUN	  23.61
1(N42)	KASZ~a	  23.61
EZINU~d	RAD~a	  23.60
N	TUN3~a	  23.56
KISZ	U2~b	  23.56
TAR~a	URU~a1	  23.52
1(N08)	RU	  23.50
AN	RAD~a	  23.47
1(N25)	KASZ~a	  23.42
1(N25)	URU~a1	  23.41
NAGA~a	RU	  23.36
1(N42)	URU~a1	  23.31
ISZ~a	MUSZEN	  23.30
DILMUN	SANGA~a	  23.29
4(N14)	SUHUR	  23.28
KISZ	RU	  23.26
1(N42)	NUN~a	  23.22
3(N57)	DILMUN	  23.20
SANGA~a	TUN3~a	  23.20
3(N57)	TUN3~a	  23.11
DILMUN	KISZ	  23.11
KI	RAD~a	  23.09
LAGAB~b	SAG	  23.07
1(N25)	NUN~a	  23.03
DILMUN	NAGA~a	  23.02
KISZ	TUN3~a	  23.02
DUG~b	N	  23.02
U4	URU~a1	  23.00
KI@n	LAGAB~b	  22.94
2(N01)	DILMUN	  22.93
NAGA~a	TUN3~a	  22.93
IDIGNA	MUSZEN	  22.93
KASZ~b	URU~a1	  22.90
GI	U2~b	  22.89
SIG2~a1	ZATU694~c	  22.85
2(N01)	TUN3~a	  22.85
2(N14)	DILMUN	  22.85
KASZ~c	LAGAB~b	  22.80
SZE~a	URU~a1	  22.80
2(N14)	TUN3~a	  22.76
DILMUN	SAL	  22.76
KISIM~a	SIG2~a1	  22.74
GI	RU	  22.73
BAN~b	LAGAB~b	  22.67
DILMUN	SZU2	  22.67
SAL	TUN3~a	  22.67
SZU2	TUN3~a	  22.58
EZINU~d	MUSZEN	  22.56
