sign1	sign2	closeness
LAGAB~b	ZATU759	  22.54
DILMUN	PAP~a	  22.49
AN	MUSZEN	  22.44
3(N14)	4(N14)	  22.41
DU	LAGAB~b	  22.41
3(N01)	DILMUN	  22.40
PAP~a	TUN3~a	  22.40
3(N01)	TUN3~a	  22.31
DILMUN	URU~a1	  22.31
SZU2	TAR~a	  22.28
1(N42)	KA~a	  22.26
DILMUN	EN~a	  22.22
TUN3~a	URU~a1	  22.22
1(N25)	SZU2	  22.19
SAL	TAR~a	  22.19
MUSZEN	SZU	  22.16
LAGAB~b	UR4~a	  22.14
EN~a	TUN3~a	  22.13
4(N14)	SIG2~a1	  22.10
1(N25)	SAL	  22.09
1(N42)	SZU2	  22.09
AB~a	TAR~a	  22.08
KI	MUSZEN	  22.07
1(N25)	KA~a	  22.07
RAD~a	SAG	  22.07
1(N42)	SAL	  21.99
N	SUHUR	  21.95
KI@n	RAD~a	  21.94
1(N57)	KISIM~a	  21.94
1(N14)	A	  21.92
NAGA~a	TAR~a	  21.89
APIN~a	LAGAB~b	  21.88
DILMUN	SIG2~a1	  21.87
1(N01)	A	  21.84
A	TUN3~a	  21.84
KASZ~c	RAD~a	  21.81
1(N25)	NAGA~a	  21.80
KISZ	TAR~a	  21.80
SZU2	U4	  21.80
SIG2~a1	TUN3~a	  21.78
A	DILMUN	  21.76
1(N25)	KISZ	  21.70
1(N42)	NAGA~a	  21.70
KASZ~b	SZU2	  21.70
SAL	U4	  21.70
1(N57)	ZATU694~c	  21.69
DUG~b	KISIM~a	  21.69
BAN~b	RAD~a	  21.69
1(N42)	KISZ	  21.60
KASZ~b	SAL	  21.60
SZE~a	SZU2	  21.60
URU~a1	ZATU694~c	  21.57
RAD~a	ZATU759	  21.56
6(N01)	SIG2~a1	  21.56
DILMUN	MUSZEN	  21.51
SAL	SZE~a	  21.50
KISIM~a	URU~a1	  21.47
DUG~b	ZATU694~c	  21.44
A	N	  21.44
DU	RAD~a	  21.43
MUSZEN	TUN3~a	  21.42
NAGA~a	U4	  21.40
4(N01)	DILMUN	  21.34
KASZ~b	NAGA~a	  21.31
KISZ	U4	  21.31
4(N01)	TUN3~a	  21.25
DILMUN	RAD~a	  21.25
GIR3~c	SIG2~a1	  21.24
A	SANGA~a	  21.23
KASZ~b	KISZ	  21.21
NAGA~a	SZE~a	  21.21
RAD~a	UR4~a	  21.18
RAD~a	TUN3~a	  21.16
3(N14)	N	  21.14
KISZ	SZE~a	  21.11
MUSZEN	SAG	  21.10
3(N57)	A	  21.04
A	SAL	  21.03
DILMUN	LAGAB~b	  20.98
KI@n	MUSZEN	  20.97
A	KISZ	  20.96
1(N01)	MASZ2	  20.92
NI~a	SILA3~d	  20.92
APIN~a	RAD~a	  20.92
DILMUN	U2~b	  20.89
LAGAB~b	TUN3~a	  20.89
A	NAGA~a	  20.88
KASZ~c	MUSZEN	  20.85
4(N14)	URU~a1	  20.85
MASZ2	SILA3~d	  20.85
1(N08)	LAGAB~b	  20.82
ISZ~a	SIG2~a1	  20.81
TUN3~a	U2~b	  20.80
2(N01)	A	  20.80
1(N01)	SILA3~d	  20.77
A	MASZ2	  20.77
MASZ2	NI~a	  20.77
BAN~b	MUSZEN	  20.73
2(N14)	A	  20.72
1(N01)	NI~a	  20.70
1(N14)	MASZ2	  20.70
KISIM~a	SUHUR	  20.70
1(N42)	AB~a	  20.66
DILMUN	RU	  20.62
A	SILA3~d	  20.62
MASZ2	TUN3~a	  20.62
MUSZEN	ZATU759	  20.61
4(N41)	TAR~a	  20.61
A	SZU2	  20.56
1(N14)	SILA3~d	  20.55
A	NI~a	  20.55
DILMUN	MASZ2	  20.55
1(N25)	AB~a	  20.54
RU	TUN3~a	  20.54
IDIGNA	SIG2~a1	  20.49
DU	MUSZEN	  20.48
1(N14)	NI~a	  20.47
SILA3~d	TUN3~a	  20.47
SUHUR	ZATU694~c	  20.45
NA	U2~b	  20.43
SZU2	ZATU694~c	  20.43
2(N19)	TAR~a	  20.41
A	PAP~a	  20.40
DILMUN	SILA3~d	  20.39
NI~a	TUN3~a	  20.39
6(N01)	URU~a1	  20.34
KISIM~a	SZU2	  20.33
SAL	ZATU694~c	  20.33
3(N01)	A	  20.32
DILMUN	NI~a	  20.32
NA	RU	  20.28
SUKUD@v	U2~b	  20.28
MASZ2	N	  20.24
MUSZEN	UR4~a	  20.24
A	URU~a1	  20.24
KISIM~a	SAL	  20.23
1(N46)	TAR~a	  20.21
EZINU~d	SIG2~a1	  20.16
A	EN~a	  20.16
GI	LAGAB~b	  20.15
RU	SUKUD@v	  20.12
N	SILA3~d	  20.09
NI~a	SANGA~a	  20.07
AN	SIG2~a1	  20.06
NAGA~a	ZATU694~c	  20.04
GIR3~c	URU~a1	  20.03
NI~a	SAL	  20.02
SANGA~a	SILA3~d	  20.02
A	RAD~a	  20.02
N	NI~a	  20.01
APIN~a	MUSZEN	  20.00
SAL	SILA3~d	  19.98
3(N14)	KISIM~a	  19.95
MASZ2	SANGA~a	  19.94
KISIM~a	NAGA~a	  19.94
KISZ	ZATU694~c	  19.94
SIG2~a1	SZU	  19.93
1(N08)	RAD~a	  19.90
MASZ2	SAL	  19.90
3(N57)	MASZ2	  19.86
KISIM~a	KISZ	  19.84
A	SIG2~a1	  19.84
KISZ	MASZ2	  19.79
4(N14)	SZU2	  19.74
KI	SIG2~a1	  19.73
3(N57)	SILA3~d	  19.71
MASZ2	NAGA~a	  19.71
3(N14)	ZATU694~c	  19.70
4(N14)	SAL	  19.64
2(N01)	MASZ2	  19.64
3(N57)	NI~a	  19.64
KISZ	SILA3~d	  19.64
ISZ~a	URU~a1	  19.62
2(N14)	MASZ2	  19.56
KISZ	NI~a	  19.56
NAGA~a	SILA3~d	  19.56
A	MUSZEN	  19.53
2(N01)	SILA3~d	  19.48
NAGA~a	NI~a	  19.48
2(N01)	NI~a	  19.41
2(N14)	SILA3~d	  19.41
MASZ2	SZU2	  19.41
GI	RAD~a	  19.36
4(N01)	A	  19.36
4(N14)	NAGA~a	  19.35
2(N14)	NI~a	  19.33
IDIGNA	URU~a1	  19.31
DILMUN	TAR~a	  19.29
MASZ2	PAP~a	  19.26
SILA3~d	SZU2	  19.26
4(N14)	KISZ	  19.25
6(N01)	SZU2	  19.25
1(N25)	DILMUN	  19.20
TAR~a	TUN3~a	  19.20
3(N01)	MASZ2	  19.18
NI~a	SZU2	  19.18
6(N01)	SAL	  19.16
1(N25)	TUN3~a	  19.11
1(N42)	DILMUN	  19.11
MASZ2	URU~a1	  19.10
PAP~a	SILA3~d	  19.10
2(N39~a)	U2~b	  19.05
SZU	URU~a1	  19.04
A	LAGAB~b	  19.04
3(N01)	SILA3~d	  19.03
EN~a	MASZ2	  19.03
NI~a	PAP~a	  19.03
1(N42)	TUN3~a	  19.03
1(N08)	MUSZEN	  19.02
SAL	SZU	  19.01
EZINU~d	URU~a1	  19.01
1(N42)	4(N41)	  18.99
GIR3~c	SZU2	  18.96
A	U2~b	  18.96
3(N01)	NI~a	  18.95
SILA3~d	URU~a1	  18.95
AN	URU~a1	  18.90
2(N39~a)	RU	  18.90
GI	MUSZEN	  18.89
EN~a	SILA3~d	  18.88
NI~a	URU~a1	  18.88
SAG	SIG2~a1	  18.88
NI~a	TE	  18.87
6(N01)	NAGA~a	  18.86
GIR3~c	SAL	  18.86
DILMUN	U4	  18.85
EN~a	NI~a	  18.80
1(N25)	4(N41)	  18.80
1(N42)	2(N19)	  18.80
SILA3~d	TE	  18.80
KI@n	SIG2~a1	  18.77
6(N01)	KISZ	  18.76
DILMUN	KASZ~b	  18.76
TUN3~a	U4	  18.76
6(N14)	U2~b	  18.74
MASZ2	SIG2~a1	  18.73
A	RU	  18.72
DILMUN	SZE~a	  18.67
KASZ~b	TUN3~a	  18.67
MASZ2	TE	  18.66
KASZ~c	SIG2~a1	  18.66
1(N25)	2(N19)	  18.61
1(N42)	1(N46)	  18.61
1(N01)	TE	  18.60
KI	URU~a1	  18.60
6(N14)	RU	  18.59
U2~b	n	  18.59
SZE~a	TUN3~a	  18.58
SIG2~a1	SILA3~d	  18.57
GIR3~c	NAGA~a	  18.57
ISZ~a	SZU2	  18.57
BAN~b	SIG2~a1	  18.55
NI~a	SIG2~a1	  18.50
GIR3~c	KISZ	  18.47
ISZ~a	SAL	  18.47
A	TE	  18.46
SIG2~a1	ZATU759	  18.45
RU	n	  18.44
MASZ2	MUSZEN	  18.42
1(N25)	1(N46)	  18.41
1(N14)	TE	  18.39
DU	SIG2~a1	  18.34
TE	TUN3~a	  18.33
SAL	TE	  18.32
SANGA~a	TE	  18.31
MASZ2	RAD~a	  18.29
KASZ~a	U2~b	  18.28
1(N57)	TAR~a	  18.28
IDIGNA	SZU2	  18.28
4(N01)	MASZ2	  18.27
MUSZEN	SILA3~d	  18.27
RAD~a	SILA3~d	  18.27
DILMUN	TE	  18.26
NI~a	RAD~a	  18.26
SZU	SZU2	  18.24
MUSZEN	NI~a	  18.19
IDIGNA	SAL	  18.18
ISZ~a	NAGA~a	  18.18
KASZ~a	RU	  18.13
SIG2~a1	UR4~a	  18.12
4(N01)	SILA3~d	  18.12
ISZ~a	KISZ	  18.08
NAGA~a	SZU	  18.05
4(N01)	NI~a	  18.04
LAGAB~b	NA	  18.04
AB~a	RAD~a	  18.00
KISZ	SZU	  18.00
N	TE	  17.99
EZINU~d	SZU2	  17.98
NUN~a	U2~b	  17.98
LAGAB~b	MASZ2	  17.97
APIN~a	SIG2~a1	  17.91
LAGAB~b	SUKUD@v	  17.90
MASZ2	U2~b	  17.89
AN	SZU2	  17.88
EZINU~d	SAL	  17.88
IDIGNA	NAGA~a	  17.88
DUG~b	TAR~a	  17.83
NUN~a	RU	  17.82
LAGAB~b	SILA3~d	  17.82
AN	SAL	  17.79
IDIGNA	KISZ	  17.79
SAG	URU~a1	  17.78
LAGAB~b	NI~a	  17.74
SILA3~d	U2~b	  17.74
KI@n	URU~a1	  17.67
MASZ2	RU	  17.66
NI~a	U2~b	  17.66
AB~a	U2~b	  17.66
3(N57)	TE	  17.65
DILMUN	ZATU694~c	  17.60
EZINU~d	NAGA~a	  17.59
KI	SZU2	  17.59
KISZ	TE	  17.58
KASZ~c	URU~a1	  17.57
NAGA~a	TE	  17.52
DILMUN	KISIM~a	  17.52
TUN3~a	ZATU694~c	  17.52
A	TAR~a	  17.51
RU	SILA3~d	  17.51
AN	NAGA~a	  17.49
EZINU~d	KISZ	  17.49
KI	SAL	  17.49
BAN~b	URU~a1	  17.47
2(N01)	TE	  17.45
NI~a	RU	  17.44
1(N25)	A	  17.43
AB~a	RU	  17.43
KISIM~a	TUN3~a	  17.43
AN	KISZ	  17.40
2(N14)	TE	  17.38
A	U4	  17.37
URU~a1	ZATU759	  17.37
1(N42)	A	  17.35
DU	URU~a1	  17.26
SZU2	TE	  17.25
NA	RAD~a	  17.23
KA~a	U2~b	  17.21
KI	NAGA~a	  17.20
PAP~a	TE	  17.11
RAD~a	SUKUD@v	  17.10
KI	KISZ	  17.10
A	SZE~a	  17.09
UR4~a	URU~a1	  17.06
KA~a	RU	  17.06
1(N08)	SIG2~a1	  17.05
3(N01)	TE	  17.05
SUHUR	TAR~a	  17.04
A	KASZ~b	  17.03
4(N14)	DILMUN	  16.98
TE	URU~a1	  16.98
GI4~a	KU6~a	  16.94
GI4~a	NIM~b1	  16.94
NIM~b1	SAL	  16.94
EN~a	TE	  16.91
4(N14)	TUN3~a	  16.89
GI4~a	SAL	  16.88
KU6~a	NIM~b1	  16.88
NIM~b1	SANGA~a	  16.88
APIN~a	URU~a1	  16.85
2(N39~a)	LAGAB~b	  16.84
1(N42)	1(N57)	  16.83
GI4~a	SANGA~a	  16.82
KU6~a	SAL	  16.82
SAG	SZU2	  16.81
KU6~a	SANGA~a	  16.76
KI@n	SZU2	  16.71
SAG	SAL	  16.71
KU6~a	TE	  16.70
1(N25)	1(N57)	  16.67
GI4~a	TE	  16.65
SIG2~a1	TE	  16.64
KASZ~c	SZU2	  16.61
KI@n	SAL	  16.61
RAD~a	TE	  16.59
KU6~a	NI~a	  16.59
NIM~b1	TE	  16.59
6(N14)	LAGAB~b	  16.58
A	KU6~a	  16.56
6(N01)	DILMUN	  16.54
GI4~a	NI~a	  16.53
KU6~a	SILA3~d	  16.53
MASZ2	TAR~a	  16.53
BAN~b	SZU2	  16.52
KASZ~c	SAL	  16.52
GI	SIG2~a1	  16.51
1(N01)	NIM~b1	  16.51
GI4~a	SILA3~d	  16.47
NIM~b1	NI~a	  16.47
1(N01)	GI4~a	  16.46
1(N01)	KU6~a	  16.45
1(N25)	MASZ2	  16.45
6(N01)	TUN3~a	  16.45
MUSZEN	NA	  16.45
LAGAB~b	n	  16.45
3(N14)	TAR~a	  16.44
DILMUN	SZU	  16.43
BAN~b	SAL	  16.42
NAGA~a	SAG	  16.42
SZU2	ZATU759	  16.42
KU6~a	MASZ2	  16.41
NIM~b1	SILA3~d	  16.41
SZU	TUN3~a	  16.39
1(N42)	MASZ2	  16.37
SILA3~d	TAR~a	  16.37
MUSZEN	TE	  16.37
GI4~a	MASZ2	  16.35
A	NIM~b1	  16.33
MUSZEN	SUKUD@v	  16.33
DU	SZU2	  16.32
KI@n	NAGA~a	  16.32
KISZ	SAG	  16.32
SAL	ZATU759	  16.32
1(N25)	SILA3~d	  16.30
NI~a	TAR~a	  16.30
1(N42)	DUG~b	  16.30
MASZ2	NIM~b1	  16.29
AB~a	LAGAB~b	  16.28
A	GI4~a	  16.28
DILMUN	GIR3~c	  16.27
4(N01)	TE	  16.24
1(N25)	NI~a	  16.22
1(N42)	SILA3~d	  16.22
DU	SAL	  16.22
KASZ~c	NAGA~a	  16.22
KI@n	KISZ	  16.22
GIR3~c	TUN3~a	  16.18
KASZ~a	LAGAB~b	  16.18
1(N14)	KU6~a	  16.17
1(N42)	NI~a	  16.15
MASZ2	U4	  16.15
BAN~b	NAGA~a	  16.12
KASZ~c	KISZ	  16.12
SZU2	UR4~a	  16.12
1(N14)	GI4~a	  16.11
KU6~a	TUN3~a	  16.11
1(N25)	DUG~b	  16.11
2(N39~a)	RAD~a	  16.08
KASZ~b	MASZ2	  16.07
1(N14)	NIM~b1	  16.05
DILMUN	KU6~a	  16.05
GI4~a	TUN3~a	  16.05
1(N08)	URU~a1	  16.03
BAN~b	KISZ	  16.03
NAGA~a	ZATU759	  16.03
SAL	UR4~a	  16.03
MASZ2	SZE~a	  16.00
SILA3~d	U4	  16.00
DILMUN	GI4~a	  15.99
NIM~b1	TUN3~a	  15.99
A	ZATU694~c	  15.99
LAGAB~b	TE	  15.97
1(N01)	3(N39~a)	  15.94
3(N39~a)	NAR	  15.94
A	NAR	  15.94
HI~a	SANGA~a	  15.94
DILMUN	NIM~b1	  15.94
NI~a	U4	  15.93
APIN~a	SZU2	  15.93
DU	NAGA~a	  15.93
KISZ	ZATU759	  15.93
KASZ~b	SILA3~d	  15.92
LAGAB~b	NUN~a	  15.92
DILMUN	ISZ~a	  15.92
A	KISIM~a	  15.91
TE	U2~b	  15.90
1(N01)	NAR	  15.89
3(N39~a)	A	  15.89
HI~a	SAL	  15.89
A	SZU	  15.87
KASZ~b	NI~a	  15.84
SILA3~d	SZE~a	  15.84
HI~a	NIM~b1	  15.83
APIN~a	SAL	  15.83
DU	KISZ	  15.83
6(N14)	RAD~a	  15.83
ISZ~a	TUN3~a	  15.83
KU6~a	N	  15.82
GI4~a	HI~a	  15.78
NI~a	SZE~a	  15.77
GI4~a	N	  15.76
NAGA~a	UR4~a	  15.73
1(N01)	HI~a	  15.72
HI~a	KU6~a	  15.72
RAD~a	n	  15.70
N	NIM~b1	  15.70
RU	TE	  15.70
3(N39~a)	HI~a	  15.67
DILMUN	IDIGNA	  15.65
KISZ	UR4~a	  15.64
3(N39~a)	SANGA~a	  15.61
HI~a	NAR	  15.61
NUN~a	RAD~a	  15.58
KU6~a	RAD~a	  15.58
KU6~a	NAR	  15.58
AB~a	MUSZEN	  15.57
IDIGNA	TUN3~a	  15.56
3(N39~a)	SAL	  15.56
A	HI~a	  15.56
NAR	SANGA~a	  15.56
APIN~a	NAGA~a	  15.54
3(N39~a)	KU6~a	  15.54
1(N42)	SUHUR	  15.53
3(N57)	KU6~a	  15.52
GI	URU~a1	  15.52
3(N39~a)	NIM~b1	  15.50
NAR	SAL	  15.50
3(N57)	GI4~a	  15.46
KISZ	KU6~a	  15.46
3(N39~a)	GI4~a	  15.45
HI~a	TE	  15.45
NAR	NIM~b1	  15.45
KASZ~a	RAD~a	  15.45
APIN~a	KISZ	  15.44
AB~a	SAL	  15.43
4(N14)	A	  15.43
3(N57)	NIM~b1	  15.40
GI4~a	KISZ	  15.40
KU6~a	NAGA~a	  15.40
GI4~a	NAR	  15.39
DILMUN	EZINU~d	  15.38
2(N39~a)	MUSZEN	  15.35
2(N01)	KU6~a	  15.34
GI4~a	NAGA~a	  15.34
KISZ	NIM~b1	  15.34
HI~a	NI~a	  15.34
1(N25)	SUHUR	  15.34
AN	DILMUN	  15.29
EZINU~d	TUN3~a	  15.29
2(N01)	GI4~a	  15.29
2(N14)	KU6~a	  15.29
NAGA~a	NIM~b1	  15.29
HI~a	SILA3~d	  15.28
KA~a	LAGAB~b	  15.26
2(N01)	NIM~b1	  15.23
2(N14)	GI4~a	  15.23
AN	TUN3~a	  15.21
HI~a	MASZ2	  15.17
2(N14)	NIM~b1	  15.17
KU6~a	SZU2	  15.17
1(N08)	SZU2	  15.15
3(N39~a)	TE	  15.12
MUSZEN	NUN~a	  15.12
GI4~a	SZU2	  15.11
EN~a	KU6~a	  15.10
6(N14)	MUSZEN	  15.10
MASZ2	ZATU694~c	  15.09
NAR	TE	  15.06
KU6~a	PAP~a	  15.05
NIM~b1	SZU2	  15.05
1(N08)	SAL	  15.05
6(N01)	A	  15.03
DILMUN	KI	  15.03
KISIM~a	MASZ2	  15.01
3(N39~a)	NI~a	  15.01
3(N01)	KU6~a	  14.99
GI4~a	PAP~a	  14.99
MUSZEN	n	  14.98
NIM~b1	RAD~a	  14.98
GI4~a	RAD~a	  14.97
1(N14)	HI~a	  14.95
3(N39~a)	SILA3~d	  14.95
NAR	NI~a	  14.95
1(N42)	3(N14)	  14.95
KI	TUN3~a	  14.94
SILA3~d	ZATU694~c	  14.93
3(N01)	GI4~a	  14.93
KU6~a	URU~a1	  14.93
NIM~b1	PAP~a	  14.93
KA~a	RAD~a	  14.93
HI~a	TUN3~a	  14.90
NAR	SILA3~d	  14.90
3(N01)	NIM~b1	  14.87
GI4~a	URU~a1	  14.87
KISIM~a	SILA3~d	  14.86
NI~a	ZATU694~c	  14.86
3(N39~a)	MASZ2	  14.84
DILMUN	HI~a	  14.84
EN~a	GI4~a	  14.81
NIM~b1	URU~a1	  14.81
NA	SIG2~a1	  14.80
A	GIR3~c	  14.79
MASZ2	NAR	  14.79
KISIM~a	NI~a	  14.78
AB~a	SIG2~a1	  14.77
1(N25)	3(N14)	  14.76
1(N08)	NAGA~a	  14.76
EN~a	NIM~b1	  14.75
KASZ~a	MUSZEN	  14.74
SIG2~a1	SUKUD@v	  14.69
TAR~a	TE	  14.69
1(N08)	KISZ	  14.66
GI	SZU2	  14.66
KU6~a	SIG2~a1	  14.64
1(N14)	3(N39~a)	  14.62
HI~a	N	  14.62
1(N25)	TE	  14.62
MASZ2	SZU	  14.60
4(N41)	U2~b	  14.60
GI4~a	SIG2~a1	  14.58
1(N14)	NAR	  14.57
3(N39~a)	TUN3~a	  14.57
GI	SAL	  14.56
4(N14)	MASZ2	  14.56
1(N42)	TE	  14.55
SILA3~d	SZU	  14.55
NI~a	SZU	  14.52
NIM~b1	SIG2~a1	  14.52
KA~a	MUSZEN	  14.51
3(N39~a)	DILMUN	  14.51
NAR	TUN3~a	  14.51
A	ISZ~a	  14.47
DILMUN	NAR	  14.46
2(N19)	U2~b	  14.45
4(N41)	RU	  14.45
AB~a	URU~a1	  14.43
TE	U4	  14.42
4(N14)	SILA3~d	  14.40
KU6~a	MUSZEN	  14.40
3(N57)	HI~a	  14.35
GI4~a	MUSZEN	  14.34
4(N14)	NI~a	  14.33
DILMUN	SAG	  14.32
1(N46)	U2~b	  14.29
2(N19)	RU	  14.29
3(N39~a)	N	  14.29
HI~a	KISZ	  14.29
KASZ~b	TE	  14.28
4(N01)	KU6~a	  14.28
MUSZEN	NIM~b1	  14.28
NAR	RAD~a	  14.27
GI	NAGA~a	  14.27
3(N39~a)	RAD~a	  14.26
HI~a	NAGA~a	  14.24
N	NAR	  14.24
A	IDIGNA	  14.23
DILMUN	KI@n	  14.23
SAG	TUN3~a	  14.23
4(N01)	GI4~a	  14.22
SZE~a	TE	  14.21
HI~a	RAD~a	  14.20
2(N01)	HI~a	  14.18
6(N01)	MASZ2	  14.18
GI	KISZ	  14.17
4(N01)	NIM~b1	  14.16
A	AB~a	  14.15
DILMUN	KASZ~c	  14.14
KI@n	TUN3~a	  14.14
1(N46)	RU	  14.14
AB~a	SZU2	  14.14
2(N14)	HI~a	  14.13
AB~a	NAGA~a	  14.06
BAN~b	DILMUN	  14.05
KASZ~c	TUN3~a	  14.05
AB~a	KISZ	  14.05
KU6~a	LAGAB~b	  14.04
6(N01)	SILA3~d	  14.02
3(N39~a)	3(N57)	  14.02
HI~a	SZU2	  14.02
A	EZINU~d	  13.99
GI4~a	LAGAB~b	  13.98
KU6~a	U2~b	  13.98
BAN~b	TUN3~a	  13.96
DILMUN	ZATU759	  13.96
3(N39~a)	KISZ	  13.96
3(N57)	NAR	  13.96
6(N01)	NI~a	  13.95
GIR3~c	MASZ2	  13.95
GI4~a	U2~b	  13.93
LAGAB~b	NIM~b1	  13.93
A	AN	  13.91
3(N39~a)	NAGA~a	  13.91
HI~a	PAP~a	  13.91
KISZ	NAR	  13.91
NA	URU~a1	  13.88
DILMUN	DU	  13.87
TUN3~a	ZATU759	  13.87
NIM~b1	U2~b	  13.87
2(N01)	3(N39~a)	  13.85
3(N01)	HI~a	  13.85
NAGA~a	NAR	  13.85
2(N39~a)	SIG2~a1	  13.83
KU6~a	RU	  13.81
GIR3~c	SILA3~d	  13.80
2(N01)	NAR	  13.80
2(N14)	3(N39~a)	  13.80
HI~a	URU~a1	  13.80
DU	TUN3~a	  13.78
EN~a	HI~a	  13.78
SUKUD@v	URU~a1	  13.78
GI4~a	RU	  13.75
2(N14)	NAR	  13.74
GIR3~c	NI~a	  13.72
3(N39~a)	EN~a	  13.71
DILMUN	UR4~a	  13.70
EN~a	NAR	  13.70
NIM~b1	RU	  13.69
3(N39~a)	SZU2	  13.69
A	KI	  13.67
ISZ~a	MASZ2	  13.65
NAR	SZU2	  13.63
6(N14)	SIG2~a1	  13.62
TUN3~a	UR4~a	  13.61
1(N57)	U2~b	  13.58
3(N39~a)	PAP~a	  13.58
3(N01)	3(N39~a)	  13.52
HI~a	SIG2~a1	  13.52
NAR	PAP~a	  13.52
APIN~a	DILMUN	  13.52
AB~a	DILMUN	  13.51
SIG2~a1	n	  13.51
AB~a	TUN3~a	  13.50
ISZ~a	SILA3~d	  13.49
3(N01)	NAR	  13.47
3(N39~a)	URU~a1	  13.47
1(N57)	RAD~a	  13.46
APIN~a	TUN3~a	  13.43
SZU	TE	  13.42
IDIGNA	MASZ2	  13.42
ISZ~a	NI~a	  13.42
NAR	URU~a1	  13.41
TE	ZATU694~c	  13.41
1(N57)	RU	  13.39
KISIM~a	TE	  13.34
HI~a	MUSZEN	  13.30
KASZ~a	SIG2~a1	  13.29
IDIGNA	SILA3~d	  13.27
3(N39~a)	SIG2~a1	  13.19
4(N01)	HI~a	  13.19
EZINU~d	MASZ2	  13.19
IDIGNA	NI~a	  13.19
NAR	SIG2~a1	  13.14
KU6~a	U4	  13.12
AN	MASZ2	  13.11
NUN~a	SIG2~a1	  13.11
NA	SZU2	  13.09
AB~a	KU6~a	  13.06
EZINU~d	SILA3~d	  13.04
A	SAG	  13.03
4(N41)	LAGAB~b	  13.00
NA	SAL	  13.00
SUKUD@v	SZU2	  13.00
3(N39~a)	MUSZEN	  12.97
HI~a	LAGAB~b	  12.97
AN	SILA3~d	  12.96
EZINU~d	NI~a	  12.96
2(N39~a)	URU~a1	  12.96
BU~a	KU6~a	  12.96
A	KI@n	  12.95
AB~a	NI~a	  12.94
AB~a	SILA3~d	  12.94
4(N14)	TE	  12.93
AB~a	MASZ2	  12.93
KU6~a	TAR~a	  12.92
HI~a	U2~b	  12.92
MUSZEN	NAR	  12.92
SAL	SUKUD@v	  12.90
AN	NI~a	  12.89
KI	MASZ2	  12.89
2(N19)	LAGAB~b	  12.87
A	KASZ~c	  12.87
1(N25)	KU6~a	  12.86
GI4~a	TAR~a	  12.86
3(N39~a)	4(N01)	  12.86
GI4~a	U4	  12.81
1(N08)	DILMUN	  12.81
4(N01)	NAR	  12.81
1(N25)	GI4~a	  12.80
1(N42)	KU6~a	  12.80
NIM~b1	TAR~a	  12.80
A	BAN~b	  12.79
KU6~a	SZU	  12.78
NIM~b1	U4	  12.78
6(N14)	URU~a1	  12.75
HI~a	RU	  12.75
1(N25)	NIM~b1	  12.74
1(N42)	GI4~a	  12.74
1(N46)	LAGAB~b	  12.74
KI	SILA3~d	  12.74
1(N08)	TUN3~a	  12.72
A	ZATU759	  12.71
NA	NAGA~a	  12.70
A	BU~a	  12.69
1(N42)	NIM~b1	  12.68
KI	NI~a	  12.66
BU~a	NAR	  12.65
URU~a1	n	  12.65
3(N39~a)	LAGAB~b	  12.64
1(N01)	BU~a	  12.64
A	DU	  12.63
3(N39~a)	BU~a	  12.61
KISZ	NA	  12.60
NAGA~a	SUKUD@v	  12.60
6(N01)	TE	  12.60
AB~a	TE	  12.59
3(N39~a)	U2~b	  12.58
LAGAB~b	NAR	  12.58
KASZ~b	KU6~a	  12.57
KA~a	SIG2~a1	  12.55
NAR	U2~b	  12.53
GI4~a	KASZ~b	  12.51
KU6~a	SZE~a	  12.51
KISZ	SUKUD@v	  12.51
A	UR4~a	  12.47
DUG~b	U2~b	  12.45
GI4~a	SZE~a	  12.45
KASZ~b	NIM~b1	  12.45
KASZ~a	URU~a1	  12.45
3(N39~a)	RU	  12.42
AB~a	NAR	  12.41
GIR3~c	TE	  12.39
4(N41)	RAD~a	  12.39
NIM~b1	SZE~a	  12.39
3(N39~a)	AB~a	  12.38
1(N57)	LAGAB~b	  12.37
NAR	RU	  12.36
DILMUN	GI	  12.36
AB~a	NIM~b1	  12.35
BU~a	HI~a	  12.35
AB~a	GI4~a	  12.33
NUN~a	URU~a1	  12.32
A	APIN~a	  12.31
BU~a	SANGA~a	  12.30
GI4~a	SZU	  12.30
DUG~b	RU	  12.30
NIM~b1	SZU	  12.29
MASZ2	SAG	  12.28
GI	TUN3~a	  12.27
2(N19)	RAD~a	  12.26
BU~a	SAL	  12.26
AB~a	HI~a	  12.24
BU~a	NIM~b1	  12.21
2(N39~a)	SZU2	  12.21
KI@n	MASZ2	  12.20
BU~a	GI4~a	  12.17
1(N46)	RAD~a	  12.14
KASZ~c	MASZ2	  12.13
SAG	SILA3~d	  12.13
AB~a	BU~a	  12.13
ISZ~a	TE	  12.13
2(N39~a)	SAL	  12.12
BU~a	RAD~a	  12.11
BAN~b	MASZ2	  12.05
KI@n	SILA3~d	  12.05
NI~a	SAG	  12.05
1(N57)	MUSZEN	  12.05
6(N14)	SZU2	  12.02
HI~a	U4	  12.01
KASZ~c	SILA3~d	  11.98
KI@n	NI~a	  11.98
MASZ2	ZATU759	  11.98
HI~a	TAR~a	  11.92
IDIGNA	TE	  11.92
6(N14)	SAL	  11.92
SZU2	n	  11.92
BU~a	TE	  11.91
BAN~b	SILA3~d	  11.90
DU	MASZ2	  11.90
KASZ~c	NI~a	  11.90
1(N25)	HI~a	  11.87
3(N39~a)	U4	  11.85
